,Nome via,period,year,order,label,month,tot_day
1097,VIA VITTORIO VENETO,1,2022,20221,2022,2022-03,4317.700204813108
1098,VIA VITTORIO VENETO,2,2022,20222,,2022-06,5624.894265232975
1099,VIA VITTORIO VENETO,3,2022,20223,,2022-09,4543.278733572282
1100,VIA VITTORIO VENETO,4,2022,20224,,2022-12,5513.102867383513
1101,VIA WILLIAM SHAKESPEARE,1,2022,20221,2022,2022-03,2687.510944700461
1102,VIA WILLIAM SHAKESPEARE,2,2022,20222,,2022-06,3611.496086150335
1103,VIA WILLIAM SHAKESPEARE,3,2022,20223,,2022-09,3756.135842293907
1104,VIA WILLIAM SHAKESPEARE,4,2022,20224,,2022-12,4504.736272401434
1105,VIA XXI APRILE 1945,1,2022,20221,2022,2022-03,4361.576420890938
1106,VIA XXI APRILE 1945,2,2022,20222,,2022-06,4809.139426523297
1107,VIA XXI APRILE 1945,3,2022,20223,,2022-09,3839.9724014336916
1108,VIA XXI APRILE 1945,4,2022,20224,,2022-12,4607.731541218638
1109,VIALE ABRAMO LINCOLN,1,2022,20221,2022,2022-03,4298.731182795699
1110,VIALE ABRAMO LINCOLN,2,2022,20222,,2022-06,4443.208781362007
1111,VIALE ABRAMO LINCOLN,3,2022,20223,,2022-09,3619.629211469534
1112,VIALE ABRAMO LINCOLN,4,2022,20224,,2022-12,4440.89605734767
1113,VIALE ALCIDE DE GASPERI,1,2022,20221,2022,2022-03,13872.935227854583
1114,VIALE ALCIDE DE GASPERI,2,2022,20222,,2022-06,14921.93357228196
1115,VIALE ALCIDE DE GASPERI,3,2022,20223,,2022-09,13046.531421744325
1116,VIALE ALCIDE DE GASPERI,4,2022,20224,,2022-12,14664.058303464755
1117,VIALE ALDO MORO,1,2022,20221,2022,2022-03,7812.258192524321
1118,VIALE ALDO MORO,2,2022,20222,,2022-06,7912.076164874551
1119,VIALE ALDO MORO,3,2022,20223,,2022-09,6901.503882915174
1120,VIALE ALDO MORO,4,2022,20224,,2022-12,7961.072401433692
1121,VIALE ALFREDO ORIANI,1,2022,20221,2022,2022-03,2723.3150921658985
1122,VIALE ALFREDO ORIANI,2,2022,20222,,2022-06,2498.204301075269
1123,VIALE ALFREDO ORIANI,3,2022,20223,,2022-09,1937.2329749103944
1124,VIALE ALFREDO ORIANI,4,2022,20224,,2022-12,2516.9797491039426
1125,VIALE ANGELO MASINI,1,2022,20221,2022,2022-03,9033.899961597543
1126,VIALE ANGELO MASINI,2,2022,20222,,2022-06,9846.703285543606
1127,VIALE ANGELO MASINI,3,2022,20223,,2022-09,7540.753285543608
1128,VIALE ANGELO MASINI,4,2022,20224,,2022-12,8356.008183990443
1129,VIALE ANTONIO ALDINI,1,2022,20221,2022,2022-03,12118.848406298004
1130,VIALE ANTONIO ALDINI,2,2022,20222,,2022-06,15139.403225806453
1131,VIALE ANTONIO ALDINI,3,2022,20223,,2022-09,13248.156810035842
1132,VIALE ANTONIO ALDINI,4,2022,20224,,2022-12,16270.641666666668
1133,VIALE ANTONIO SILVANI,1,2022,20221,2022,2022-03,9821.946236559139
1134,VIALE ANTONIO SILVANI,2,2022,20222,,2022-06,10983.71200716846
1135,VIALE ANTONIO SILVANI,3,2022,20223,,2022-09,9460.621953405018
1136,VIALE ANTONIO SILVANI,4,2022,20224,,2022-12,11217.649910394264
1137,VIALE CARLO BERTI PICHAT,1,2022,20221,2022,2022-03,10889.045122887865
1138,VIALE CARLO BERTI PICHAT,2,2022,20222,,2022-06,12114.898267622462
1139,VIALE CARLO BERTI PICHAT,3,2022,20223,,2022-09,11337.8041218638
1140,VIALE CARLO BERTI PICHAT,4,2022,20224,,2022-12,12282.120967741934
1141,VIALE CARLO PEPOLI,1,2022,20221,2022,2022-03,12555.98079877112
1142,VIALE CARLO PEPOLI,2,2022,20222,,2022-06,13405.053643966547
1143,VIALE CARLO PEPOLI,3,2022,20223,,2022-09,10658.847550776583
1144,VIALE CARLO PEPOLI,4,2022,20224,,2022-12,13766.745161290322
1145,VIALE DEL RISORGIMENTO,1,2022,20221,2022,2022-03,2306.309523809524
1146,VIALE DEL RISORGIMENTO,2,2022,20222,,2022-06,2096.936917562724
1147,VIALE DEL RISORGIMENTO,3,2022,20223,,2022-09,0.01075268817204301
1148,VIALE DEL RISORGIMENTO,4,2022,20224,,2022-12,0.0
1149,VIALE DELLA FIERA,1,2022,20221,2022,2022-03,5756.145929339477
1150,VIALE DELLA FIERA,2,2022,20222,,2022-06,6307.658243727598
1151,VIALE DELLA FIERA,3,2022,20223,,2022-09,5073.61899641577
1152,VIALE DELLA FIERA,4,2022,20224,,2022-12,6205.570250896058
1153,VIALE DELLA REPUBBLICA,1,2022,20221,2022,2022-03,6856.645929339477
1154,VIALE DELLA REPUBBLICA,2,2022,20222,,2022-06,7595.0361111111115
1155,VIALE DELLA REPUBBLICA,3,2022,20223,,2022-09,6528.7444444444445
1156,VIALE DELLA REPUBBLICA,4,2022,20224,,2022-12,7518.406272401434
1157,VIALE ENRICO PANZACCHI,1,2022,20221,2022,2022-03,11960.587941628264
1158,VIALE ENRICO PANZACCHI,2,2022,20222,,2022-06,12681.350955794505
1159,VIALE ENRICO PANZACCHI,3,2022,20223,,2022-09,11477.383452807646
1160,VIALE ENRICO PANZACCHI,4,2022,20224,,2022-12,14299.168518518518
1161,VIALE EUROPA,1,2022,20221,2022,2022-03,8758.242575524833
1162,VIALE EUROPA,2,2022,20222,,2022-06,10260.054320987654
1163,VIALE EUROPA,3,2022,20223,,2022-09,8904.987733970529
1164,VIALE EUROPA,4,2022,20224,,2022-12,10282.213460772602
1165,VIALE FELSINA,3,2022,20223,,2022-09,112.50222222222222
1166,VIALE FELSINA,4,2022,20224,,2022-12,2846.5243727598568
1167,VIALE GAETANO SALVEMINI,1,2022,20221,2022,2022-03,4548.604728988369
1168,VIALE GAETANO SALVEMINI,2,2022,20222,,2022-06,4778.562672811059
1169,VIALE GAETANO SALVEMINI,3,2022,20223,,2022-09,3674.5329749103944
1170,VIALE GAETANO SALVEMINI,4,2022,20224,,2022-12,4912.051510496672
1171,VIALE GIAN BATTISTA ERCOLANI,1,2022,20221,2022,2022-03,8896.805587557605
1172,VIALE GIAN BATTISTA ERCOLANI,2,2022,20222,,2022-06,9215.139964157706
1173,VIALE GIAN BATTISTA ERCOLANI,3,2022,20223,,2022-09,8235.702598566308
1174,VIALE GIAN BATTISTA ERCOLANI,4,2022,20224,,2022-12,9578.335394265234
1175,VIALE GIOSUE' CARDUCCI,1,2022,20221,2022,2022-03,11237.066692268307
1176,VIALE GIOSUE' CARDUCCI,2,2022,20222,,2022-06,11705.164277180405
1177,VIALE GIOSUE' CARDUCCI,3,2022,20223,,2022-09,9451.509856630824
1178,VIALE GIOSUE' CARDUCCI,4,2022,20224,,2022-12,22839.598028673834
1179,VIALE GIOVANNI GOZZADINI,1,2022,20221,2022,2022-03,16215.328725038402
1180,VIALE GIOVANNI GOZZADINI,2,2022,20222,,2022-06,16396.044982078853
1181,VIALE GIOVANNI GOZZADINI,3,2022,20223,,2022-09,12517.701433691756
1182,VIALE GIOVANNI GOZZADINI,4,2022,20224,,2022-12,17231.656093189962
1183,VIALE GIOVANNI VICINI,1,2022,20221,2022,2022-03,13402.426420890937
1184,VIALE GIOVANNI VICINI,2,2022,20222,,2022-06,14085.796272401434
1185,VIALE GIOVANNI VICINI,3,2022,20223,,2022-09,11863.126523297491
1186,VIALE GIOVANNI VICINI,4,2022,20224,,2022-12,14191.745663082438
1187,VIALE ILIC ULJANOV LENIN,1,2022,20221,2022,2022-03,11473.774065540194
1188,VIALE ILIC ULJANOV LENIN,2,2022,20222,,2022-06,11907.987694145757
1189,VIALE ILIC ULJANOV LENIN,3,2022,20223,,2022-09,9432.927956989248
1190,VIALE ILIC ULJANOV LENIN,4,2022,20224,,2022-12,5588.7350059737155
1191,VIALE M. KARAMCHAND GANDHI,1,2022,20221,2022,2022-03,11187.134323263357
1192,VIALE M. KARAMCHAND GANDHI,2,2022,20222,,2022-06,11776.962604540024
1193,VIALE M. KARAMCHAND GANDHI,3,2022,20223,,2022-09,10080.150776583034
1194,VIALE M. KARAMCHAND GANDHI,4,2022,20224,,2022-12,11862.466706491437
1195,VIALE PALMIRO TOGLIATTI,1,2022,20221,2022,2022-03,18957.34792626728
1196,VIALE PALMIRO TOGLIATTI,2,2022,20222,,2022-06,19826.741884280593
1197,VIALE PALMIRO TOGLIATTI,3,2022,20223,,2022-09,17281.240194572452
1198,VIALE PALMIRO TOGLIATTI,4,2022,20224,,2022-12,19314.074910394265
1199,VIALE PIETRO PIETRAMELLARA,1,2022,20221,2022,2022-03,11715.464499061272
1200,VIALE PIETRO PIETRAMELLARA,2,2022,20222,,2022-06,13503.868020708882
1201,VIALE PIETRO PIETRAMELLARA,3,2022,20223,,2022-09,12589.917881322182
1202,VIALE PIETRO PIETRAMELLARA,4,2022,20224,,2022-12,12099.983990442057
1203,VIALE QUIRICO FILOPANTI,1,2022,20221,2022,2022-03,14600.775729646697
1204,VIALE QUIRICO FILOPANTI,2,2022,20222,,2022-06,16919.576702508963
1205,VIALE QUIRICO FILOPANTI,3,2022,20223,,2022-09,14212.107885304658
1206,VIALE QUIRICO FILOPANTI,4,2022,20224,,2022-12,18296.36129032258
1207,VIALE ROMA,1,2022,20221,2022,2022-03,14739.933947772655
1208,VIALE ROMA,2,2022,20222,,2022-06,14892.11541218638
1209,VIALE ROMA,3,2022,20223,,2022-09,12523.532034050178
1210,VIALE ROMA,4,2022,20224,,2022-12,15036.231720430107
1211,VIALE SANDRO PERTINI,1,2022,20221,2022,2022-03,16951.97862263185
1212,VIALE SANDRO PERTINI,2,2022,20222,,2022-06,18046.16367980884
1213,VIALE SANDRO PERTINI,3,2022,20223,,2022-09,17306.65065710872
1214,VIALE SANDRO PERTINI,4,2022,20224,,2022-12,18112.532138590203
1215,VIALE VLADIMIR ILIC ULJANOV LENIN,3,2022,20223,,2022-09,97.23111111111113
1216,VIALE VLADIMIR ILIC ULJANOV LENIN,4,2022,20224,,2022-12,7117.747311827957
1217,VIALE ZAGABRIA,1,2022,20221,2022,2022-03,1431.8375576036867
1218,VIALE ZAGABRIA,2,2022,20222,,2022-06,1492.6397849462367
1219,VIALE ZAGABRIA,3,2022,20223,,2022-09,837.6243727598567
1220,VIALE ZAGABRIA,4,2022,20224,,2022-12,1495.2275985663082
1221,LARGO BARTOLO NIGRISOLI,1,2023,20231,2023,2023-03,1382.4873015873015
1222,LARGO BARTOLO NIGRISOLI,2,2023,20232,,2023-06,1348.260153256705
1223,LARGO BARTOLO NIGRISOLI,3,2023,20233,,2023-09,1007.2143369175627
1224,LARGO BARTOLO NIGRISOLI,4,2023,20234,,2023-12,1159.5299283154122
1225,LARGO CARD. GIACOMO LERCARO,1,2023,20231,2023,2023-03,2781.12910906298
1226,LARGO CARD. GIACOMO LERCARO,2,2023,20232,,2023-06,2740.1043752317387
1227,LARGO CARD. GIACOMO LERCARO,3,2023,20233,,2023-09,2094.3035842293907
1228,LARGO CARD. GIACOMO LERCARO,4,2023,20234,,2023-12,2788.237634408602
1229,LARGO MARIELE VENTRE,1,2023,20231,2023,2023-03,14911.1547875064
1230,LARGO MARIELE VENTRE,2,2023,20232,,2023-06,14536.459102706713
1231,LARGO MARIELE VENTRE,3,2023,20233,,2023-09,11833.513620071686
1232,LARGO MARIELE VENTRE,4,2023,20234,,2023-12,15433.181362007168
1233,LARGO VITTIME LAGER NAZISTI,1,2023,20231,2023,2023-03,1137.1531490015361
1234,LARGO VITTIME LAGER NAZISTI,2,2023,20232,,2023-06,1205.845865776789
1235,LARGO VITTIME LAGER NAZISTI,3,2023,20233,,2023-09,988.5491039426523
1236,LARGO VITTIME LAGER NAZISTI,4,2023,20234,,2023-12,1237.0598566308242
1237,MURA DI PORTA GALLIERA,1,2023,20231,2023,2023-03,1663.8785202252946
1238,MURA DI PORTA GALLIERA,2,2023,20232,,2023-06,567.2443455691508
1239,MURA DI PORTA GALLIERA,3,2023,20233,,2023-09,517.8494623655914
1240,MURA DI PORTA GALLIERA,4,2023,20234,,2023-12,630.4469534050179
1241,NOME VIA DA ISTITUIRE,1,2023,20231,2023,2023-03,1416.4800819252432
1242,NOME VIA DA ISTITUIRE,2,2023,20232,,2023-06,1470.0807502162897
1243,NOME VIA DA ISTITUIRE,3,2023,20233,,2023-09,1076.5568100358423
1244,NOME VIA DA ISTITUIRE,4,2023,20234,,2023-12,1452.2985663082436
1245,P.LE ATLETI AZZURRI D'ITALIA,1,2023,20231,2023,2023-03,3027.0223886328727
1246,P.LE ATLETI AZZURRI D'ITALIA,2,2023,20232,,2023-06,2941.1889197874184
1247,P.LE ATLETI AZZURRI D'ITALIA,3,2023,20233,,2023-09,2511.2508960573477
1248,P.LE ATLETI AZZURRI D'ITALIA,4,2023,20234,,2023-12,2734.06935483871
1249,PASSAGGIO A. MARESCALCHI,1,2023,20231,2023,2023-03,662.1638248847927
1250,PASSAGGIO A. MARESCALCHI,2,2023,20232,,2023-06,638.6526510938079
1251,PASSAGGIO A. MARESCALCHI,3,2023,20233,,2023-09,521.1910394265233
1252,PASSAGGIO A. MARESCALCHI,4,2023,20234,,2023-12,643.5774193548388
1253,PIAZZA ADAM MICKIEWICZ,1,2023,20231,2023,2023-03,5757.83853046595
1254,PIAZZA ADAM MICKIEWICZ,2,2023,20232,,2023-06,5981.632690643925
1255,PIAZZA ADAM MICKIEWICZ,3,2023,20233,,2023-09,4789.484229390681
1256,PIAZZA ADAM MICKIEWICZ,4,2023,20234,,2023-12,5730.118637992832
1257,PIAZZA ALDROVANDI,1,2023,20231,2023,2023-03,1400.2329877112136
1258,PIAZZA ALDROVANDI,2,2023,20232,,2023-06,1094.2200098875294
1259,PIAZZA ALDROVANDI,3,2023,20233,,2023-09,1091.6767025089605
1260,PIAZZA ALDROVANDI,4,2023,20234,,2023-12,1653.2874551971327
1261,PIAZZA BELLUNO,1,2023,20231,2023,2023-03,2186.0738863287247
1262,PIAZZA BELLUNO,2,2023,20232,,2023-06,2199.3728340131006
1263,PIAZZA BELLUNO,3,2023,20233,,2023-09,1819.9168458781362
1264,PIAZZA BELLUNO,4,2023,20234,,2023-12,2182.1625448028676
1265,PIAZZA DELLA COSTITUZIONE,1,2023,20231,2023,2023-03,415.45253456221195
1266,PIAZZA DELLA COSTITUZIONE,2,2023,20232,,2023-06,304.42743789395627
1267,PIAZZA DELLA COSTITUZIONE,3,2023,20233,,2023-09,495.1089605734767
1268,PIAZZA DELLA COSTITUZIONE,4,2023,20234,,2023-12,318.38351254480284
1269,PIAZZA DELLE MEDAGLIE D'ORO,1,2023,20231,2023,2023-03,5215.518868407578
1270,PIAZZA DELLE MEDAGLIE D'ORO,2,2023,20232,,2023-06,4384.566419478433
1271,PIAZZA DELLE MEDAGLIE D'ORO,3,2023,20233,,2023-09,4777.764874551972
1272,PIAZZA DELLE MEDAGLIE D'ORO,4,2023,20234,,2023-12,4362.558781362007
1273,PIAZZA DI PORTA CASTIGLIONE,1,2023,20231,2023,2023-03,2002.4578853046596
1274,PIAZZA DI PORTA CASTIGLIONE,2,2023,20232,,2023-06,1996.968582375479
1275,PIAZZA DI PORTA CASTIGLIONE,3,2023,20233,,2023-09,1574.2670250896056
1276,PIAZZA DI PORTA CASTIGLIONE,4,2023,20234,,2023-12,1878.7720430107527
1277,PIAZZA DI PORTA S.ISAIA,1,2023,20231,2023,2023-03,6164.984690220174
1278,PIAZZA DI PORTA S.ISAIA,2,2023,20232,,2023-06,5599.310703250526
1279,PIAZZA DI PORTA S.ISAIA,3,2023,20233,,2023-09,4846.101075268817
1280,PIAZZA DI PORTA S.ISAIA,4,2023,20234,,2023-12,5562.232258064517
1281,PIAZZA DI PORTA S.MAMOLO,1,2023,20231,2023,2023-03,13336.94674859191
1282,PIAZZA DI PORTA S.MAMOLO,2,2023,20232,,2023-06,12547.27659745396
1283,PIAZZA DI PORTA S.MAMOLO,3,2023,20233,,2023-09,10549.060035842294
1284,PIAZZA DI PORTA S.MAMOLO,4,2023,20234,,2023-12,12292.514874551971
1285,PIAZZA DI PORTA S.VITALE,1,2023,20231,2023,2023-03,17475.9726062468
1286,PIAZZA DI PORTA S.VITALE,2,2023,20232,,2023-06,17060.09241132122
1287,PIAZZA DI PORTA S.VITALE,3,2023,20233,,2023-09,14826.315053763441
1288,PIAZZA DI PORTA S.VITALE,4,2023,20234,,2023-12,17976.54731182796
1289,PIAZZA MALPIGHI,1,2023,20231,2023,2023-03,3697.023399897593
1290,PIAZZA MALPIGHI,2,2023,20232,,2023-06,4186.726745766901
1291,PIAZZA MALPIGHI,3,2023,20233,,2023-09,3785.871146953405
1292,PIAZZA MALPIGHI,4,2023,20234,,2023-12,4880.080465949821
1293,PIAZZA PORTA RAVEGNANA,1,2023,20231,2023,2023-03,1032.475806451613
1294,PIAZZA PORTA RAVEGNANA,2,2023,20232,,2023-06,832.5420219997528
1295,PIAZZA PORTA RAVEGNANA,3,2023,20233,,2023-09,733.6365591397849
1296,PIAZZA PORTA RAVEGNANA,4,2023,20234,,2023-12,192.88422939068099
1297,PIAZZA RENZO IMBENI,1,2023,20231,2023,2023-03,599.1844598054275
1298,PIAZZA RENZO IMBENI,2,2023,20232,,2023-06,611.8477814856013
1299,PIAZZA RENZO IMBENI,3,2023,20233,,2023-09,550.3204301075269
1300,PIAZZA RENZO IMBENI,4,2023,20234,,2023-12,679.7759856630825
1301,PIAZZA TRENTO E TRIESTE,1,2023,20231,2023,2023-03,4392.534212322922
1302,PIAZZA TRENTO E TRIESTE,2,2023,20232,,2023-06,4426.310456062291
1303,PIAZZA TRENTO E TRIESTE,3,2023,20233,,2023-09,3640.5172043010753
1304,PIAZZA TRENTO E TRIESTE,4,2023,20234,,2023-12,4661.794145758661
1305,PIAZZA XX SETTEMBRE,1,2023,20231,2023,2023-03,11977.992532855436
1306,PIAZZA XX SETTEMBRE,2,2023,20232,,2023-06,11933.748185226383
1307,PIAZZA XX SETTEMBRE,3,2023,20233,,2023-09,10685.061768219834
1308,PIAZZA XX SETTEMBRE,4,2023,20234,,2023-12,12552.632974910395
1309,STRADA MAGGIORE,1,2023,20231,2023,2023-03,2981.5691585594814
1310,STRADA MAGGIORE,2,2023,20232,,2023-06,3014.2946978123837
1311,STRADA MAGGIORE,3,2023,20233,,2023-09,2610.2862604540023
1312,STRADA MAGGIORE,4,2023,20234,,2023-12,2768.4481481481484
1313,TANGENZIALE CASALECCHIO-SAN LAZZARO,1,2023,20231,2023,2023-03,1063.1666666666667
1314,TANGENZIALE CASALECCHIO-SAN LAZZARO,2,2023,20232,,2023-06,3209.0490668644175
1315,TANGENZIALE CASALECCHIO-SAN LAZZARO,3,2023,20233,,2023-09,3073.88853046595
1316,TANGENZIALE CASALECCHIO-SAN LAZZARO,4,2023,20234,,2023-12,3599.1824372759856
1317,TANGENZIALE SAN LAZZARO-CASALECCHIO,1,2023,20231,2023,2023-03,2149.327368151562
1318,TANGENZIALE SAN LAZZARO-CASALECCHIO,2,2023,20232,,2023-06,3555.241033246817
1319,TANGENZIALE SAN LAZZARO-CASALECCHIO,3,2023,20233,,2023-09,2862.228494623656
1320,TANGENZIALE SAN LAZZARO-CASALECCHIO,4,2023,20234,,2023-12,3124.436379928315
1321,VIA ADIGE,1,2023,20231,2023,2023-03,1124.5812083973374
1322,VIA ADIGE,2,2023,20232,,2023-06,1427.6895933753556
1323,VIA ADIGE,3,2023,20233,,2023-09,1067.4835125448028
1324,VIA ADIGE,4,2023,20234,,2023-12,1375.6724014336917
1325,VIA ADOLFO DE CAROLIS,1,2023,20231,2023,2023-03,0.0
1326,VIA ADOLFO DE CAROLIS,2,2023,20232,,2023-06,0.0
1327,VIA ADOLFO DE CAROLIS,3,2023,20233,,2023-09,0.0
1328,VIA ADOLFO DE CAROLIS,4,2023,20234,,2023-12,1154.520788530466
1329,VIA AGUCCHI,1,2023,20231,2023,2023-03,3969.761111111111
1330,VIA AGUCCHI,2,2023,20232,,2023-06,4275.194129279446
1331,VIA AGUCCHI,3,2023,20233,,2023-09,3653.610752688172
1332,VIA AGUCCHI,4,2023,20234,,2023-12,2731.1408602150536
1333,VIA ALBERELLI,1,2023,20231,2023,2023-03,694.3445212493599
1334,VIA ALBERELLI,2,2023,20232,,2023-06,305.9263749845507
1335,VIA ALBERELLI,3,2023,20233,,2023-09,585.0906810035842
1336,VIA ALBERELLI,4,2023,20234,,2023-12,595.7200716845879
1337,VIA ALBERTO CALDA,1,2023,20231,2023,2023-03,2417.846441372248
1338,VIA ALBERTO CALDA,2,2023,20232,,2023-06,2451.9799653936475
1339,VIA ALBERTO CALDA,3,2023,20233,,2023-09,2028.037275985663
1340,VIA ALBERTO CALDA,4,2023,20234,,2023-12,2475.3197132616483
1341,VIA ALBERTO DALLOLIO,1,2023,20231,2023,2023-03,3520.144111623144
1342,VIA ALBERTO DALLOLIO,2,2023,20232,,2023-06,3389.2962798170806
1343,VIA ALBERTO DALLOLIO,3,2023,20233,,2023-09,2793.4043010752684
1344,VIA ALBERTO DALLOLIO,4,2023,20234,,2023-12,3442.548745519713
1345,VIA ALBERTO MARIO,1,2023,20231,2023,2023-03,3136.3290322580647
1346,VIA ALBERTO MARIO,2,2023,20232,,2023-06,3135.4679026078356
1347,VIA ALBERTO MARIO,3,2023,20233,,2023-09,1995.6469534050182
1348,VIA ALBERTO MARIO,4,2023,20234,,2023-12,2517.7994623655914
1349,VIA ALESSANDRO GUIDOTTI,1,2023,20231,2023,2023-03,2251.391679467486
1350,VIA ALESSANDRO GUIDOTTI,2,2023,20232,,2023-06,2265.032913113336
1351,VIA ALESSANDRO GUIDOTTI,3,2023,20233,,2023-09,1765.4100358422938
1352,VIA ALESSANDRO GUIDOTTI,4,2023,20234,,2023-12,2271.0060931899643
1353,VIA ALESSANDRO TIARINI,1,2023,20231,2023,2023-03,6998.410974569039
1354,VIA ALESSANDRO TIARINI,2,2023,20232,,2023-06,5632.420343591645
1355,VIA ALESSANDRO TIARINI,3,2023,20233,,2023-09,3153.2093189964157
1356,VIA ALESSANDRO TIARINI,4,2023,20234,,2023-12,3772.1903225806454
1357,VIA ALFONSO LOMBARDI,1,2023,20231,2023,2023-03,2689.0847158218126
1358,VIA ALFONSO LOMBARDI,2,2023,20232,,2023-06,2697.5944877023853
1359,VIA ALFONSO LOMBARDI,3,2023,20233,,2023-09,2253.672401433692
1360,VIA ALFONSO LOMBARDI,4,2023,20234,,2023-12,2772.556272401434
1361,VIA ALFONSO RUBBIANI,1,2023,20231,2023,2023-03,4644.051382488479
1362,VIA ALFONSO RUBBIANI,2,2023,20232,,2023-06,3787.2149054505007
1363,VIA ALFONSO RUBBIANI,3,2023,20233,,2023-09,3026.9465949820788
1364,VIA ALFONSO RUBBIANI,4,2023,20234,,2023-12,3386.4161290322577
1365,VIA ALFONSO TORREGGIANI,1,2023,20231,2023,2023-03,3750.2447516641064
1366,VIA ALFONSO TORREGGIANI,2,2023,20232,,2023-06,3693.302323569398
1367,VIA ALFONSO TORREGGIANI,3,2023,20233,,2023-09,2919.4448028673833
1368,VIA ALFONSO TORREGGIANI,4,2023,20234,,2023-12,3711.923297491039
1369,VIA AMEDEO PARMEGGIANI,1,2023,20231,2023,2023-03,3499.35120327701
1370,VIA AMEDEO PARMEGGIANI,2,2023,20232,,2023-06,2847.2297552836485
1371,VIA AMEDEO PARMEGGIANI,3,2023,20233,,2023-09,2830.364157706093
1372,VIA AMEDEO PARMEGGIANI,4,2023,20234,,2023-12,3318.803046594982
1373,VIA AMILCARE PONCHIELLI,1,2023,20231,2023,2023-03,1649.6252517494452
1374,VIA AMILCARE PONCHIELLI,2,2023,20232,,2023-06,1660.7899476784905
1375,VIA AMILCARE PONCHIELLI,3,2023,20233,,2023-09,355.02508960573476
1376,VIA AMILCARE PONCHIELLI,4,2023,20234,,2023-12,574.0248506571087
1377,VIA ANDREA COSTA,1,2023,20231,2023,2023-03,8005.917309907833
1378,VIA ANDREA COSTA,2,2023,20232,,2023-06,8073.462859967865
1379,VIA ANDREA COSTA,3,2023,20233,,2023-09,7673.7757168458775
1380,VIA ANDREA COSTA,4,2023,20234,,2023-12,8461.030331541218
1381,VIA ANTONIO CAVALIERI DUCATI,1,2023,20231,2023,2023-03,8534.596850998465
1382,VIA ANTONIO CAVALIERI DUCATI,2,2023,20232,,2023-06,8558.036793968606
1383,VIA ANTONIO CAVALIERI DUCATI,3,2023,20233,,2023-09,7507.367025089606
1384,VIA ANTONIO CAVALIERI DUCATI,4,2023,20234,,2023-12,8388.093189964156
1385,VIA ANTONIO GIURIOLO,1,2023,20231,2023,2023-03,2907.206477214542
1386,VIA ANTONIO GIURIOLO,2,2023,20232,,2023-06,796.684631071561
1387,VIA ANTONIO GIURIOLO,3,2023,20233,,2023-09,635.3236559139785
1388,VIA ANTONIO GIURIOLO,4,2023,20234,,2023-12,2802.6170250896052
1389,VIA ANTONIO LABRIOLA,1,2023,20231,2023,2023-03,1177.5720942140297
1390,VIA ANTONIO LABRIOLA,2,2023,20232,,2023-06,1155.6370905944877
1391,VIA ANTONIO LABRIOLA,3,2023,20233,,2023-09,903.0430107526881
1392,VIA ANTONIO LABRIOLA,4,2023,20234,,2023-12,1204.2444444444445
1393,VIA ANTONIO VIVALDI,1,2023,20231,2023,2023-03,401.576420890937
1394,VIA ANTONIO VIVALDI,2,2023,20232,,2023-06,405.46570263255467
1395,VIA ANTONIO VIVALDI,3,2023,20233,,2023-09,326.026523297491
1396,VIA ANTONIO VIVALDI,4,2023,20234,,2023-12,431.5035842293907
1397,VIA ARCANGELO CORELLI,1,2023,20231,2023,2023-03,3901.972222222222
1398,VIA ARCANGELO CORELLI,2,2023,20232,,2023-06,4070.496316895316
1399,VIA ARCANGELO CORELLI,3,2023,20233,,2023-09,3484.932258064516
1400,VIA ARCANGELO CORELLI,4,2023,20234,,2023-12,4246.135125448029
1401,VIA ARISTOTILE FIORAVANTI,1,2023,20231,2023,2023-03,6736.419390681003
1402,VIA ARISTOTILE FIORAVANTI,2,2023,20232,,2023-06,6430.271298974169
1403,VIA ARISTOTILE FIORAVANTI,3,2023,20233,,2023-09,5176.067455197132
1404,VIA ARISTOTILE FIORAVANTI,4,2023,20234,,2023-12,6782.032759856632
1405,VIA ARNO,1,2023,20231,2023,2023-03,5750.440305512886
1406,VIA ARNO,2,2023,20232,,2023-06,5547.0014130927375
1407,VIA ARNO,3,2023,20233,,2023-09,4783.117204301075
1408,VIA ARNO,4,2023,20234,,2023-12,5667.256571087216
1409,VIA AUGUSTO MURRI,1,2023,20231,2023,2023-03,8643.613094074384
1410,VIA AUGUSTO MURRI,2,2023,20232,,2023-06,8570.679911461668
1411,VIA AUGUSTO MURRI,3,2023,20233,,2023-09,6650.924112088628
1412,VIA AUGUSTO MURRI,4,2023,20234,,2023-12,9472.181524926686
1413,VIA AUGUSTO ROMAGNOLI,1,2023,20231,2023,2023-03,553.6507936507936
1414,VIA AUGUSTO ROMAGNOLI,2,2023,20232,,2023-06,1187.2673711531331
1415,VIA AUGUSTO ROMAGNOLI,3,2023,20233,,2023-09,924.8537634408603
1416,VIA AUGUSTO ROMAGNOLI,4,2023,20234,,2023-12,1251.5412186379929
1417,VIA AURELIO SAFFI,1,2023,20231,2023,2023-03,9516.366568527052
1418,VIA AURELIO SAFFI,2,2023,20232,,2023-06,8294.165789148437
1419,VIA AURELIO SAFFI,3,2023,20233,,2023-09,4699.83990442055
1420,VIA AURELIO SAFFI,4,2023,20234,,2023-12,8019.408183990442
1421,VIA AZZURRA,1,2023,20231,2023,2023-03,5381.921274961597
1422,VIA AZZURRA,2,2023,20232,,2023-06,4963.39525398591
1423,VIA AZZURRA,3,2023,20233,,2023-09,2293.000238948626
