,Nome via,period,year,order,label,month,tot_day
2313,VIA UGO LA MALFA,2,2023,20232,,2023-06,1679.8751452230874
2314,VIA UGO LA MALFA,3,2023,20233,,2023-09,1413.6010752688173
2315,VIA UGO LA MALFA,4,2023,20234,,2023-12,1784.7179211469531
2316,VIA UMBERTO TERRACINI,1,2023,20231,2023,2023-03,15017.14861751152
2317,VIA UMBERTO TERRACINI,2,2023,20232,,2023-06,16691.874889795246
2318,VIA UMBERTO TERRACINI,3,2023,20233,,2023-09,14281.791397849462
2319,VIA UMBERTO TERRACINI,4,2023,20234,,2023-12,15549.928434886499
2320,VIA URBANA,1,2023,20231,2023,2023-03,311.62173579109066
2321,VIA URBANA,2,2023,20232,,2023-06,264.2654554443209
2322,VIA URBANA,3,2023,20233,,2023-09,144.53010752688172
2323,VIA URBANA,4,2023,20234,,2023-12,795.1383512544803
2324,VIA VALLESCURA,1,2023,20231,2023,2023-03,700.8809523809523
2325,VIA VALLESCURA,2,2023,20232,,2023-06,336.22508960573475
2326,VIA VALLESCURA,3,2023,20233,,2023-09,777.0100358422939
2327,VIA VALLESCURA,4,2023,20234,,2023-12,595.216129032258
2328,VIA VASCO DE GAMA,1,2023,20231,2023,2023-03,2296.2641321044543
2329,VIA VASCO DE GAMA,2,2023,20232,,2023-06,2166.650043257941
2330,VIA VASCO DE GAMA,3,2023,20233,,2023-09,2069.2444444444445
2331,VIA VASCO DE GAMA,4,2023,20234,,2023-12,2169.146594982079
2332,VIA VERMENA,1,2023,20231,2023,2023-03,1882.2875320020482
2333,VIA VERMENA,2,2023,20232,,2023-06,1666.2303052774687
2334,VIA VERMENA,3,2023,20233,,2023-09,1510.6215053763442
2335,VIA VERMENA,4,2023,20234,,2023-12,1652.6652329749104
2336,VIA VEZZA,1,2023,20231,2023,2023-03,1814.8739119303636
2337,VIA VEZZA,2,2023,20232,,2023-06,1850.3484118155975
2338,VIA VEZZA,3,2023,20233,,2023-09,1606.1580645161291
2339,VIA VEZZA,4,2023,20234,,2023-12,1823.9397849462366
2340,VIA VITTORIO BIGARI,1,2023,20231,2023,2023-03,0.8777777777777778
2341,VIA VITTORIO BIGARI,2,2023,20232,,2023-06,1449.0122358175752
2342,VIA VITTORIO BIGARI,3,2023,20233,,2023-09,2240.3670250896057
2343,VIA VITTORIO BIGARI,4,2023,20234,,2023-12,2771.963082437276
2344,VIA VITTORIO BOTTEGO,1,2023,20231,2023,2023-03,236.59884792626727
2345,VIA VITTORIO BOTTEGO,2,2023,20232,,2023-06,208.1309356074651
2346,VIA VITTORIO BOTTEGO,3,2023,20233,,2023-09,219.42365591397848
2347,VIA VITTORIO BOTTEGO,4,2023,20234,,2023-12,226.24408602150538
2348,VIA VITTORIO PEGLION,1,2023,20231,2023,2023-03,3982.853609831029
2349,VIA VITTORIO PEGLION,2,2023,20232,,2023-06,1969.5
2350,VIA VITTORIO VENETO,1,2023,20231,2023,2023-03,5588.863082437277
2351,VIA VITTORIO VENETO,2,2023,20232,,2023-06,3502.1174432497014
2352,VIA VITTORIO VENETO,3,2023,20233,,2023-09,4268.754360812425
2353,VIA VITTORIO VENETO,4,2023,20234,,2023-12,5030.234528076464
2354,VIA WILLIAM SHAKESPEARE,1,2023,20231,2023,2023-03,4798.968335893497
2355,VIA WILLIAM SHAKESPEARE,2,2023,20232,,2023-06,4693.527188233839
2356,VIA WILLIAM SHAKESPEARE,3,2023,20233,,2023-09,2666.607340932978
2357,VIA WILLIAM SHAKESPEARE,4,2023,20234,,2023-12,3671.087275985663
2358,VIA XXI APRILE 1945,1,2023,20231,2023,2023-03,4605.3652585765485
2359,VIA XXI APRILE 1945,2,2023,20232,,2023-06,5368.07999011247
2360,VIA XXI APRILE 1945,3,2023,20233,,2023-09,4719.308602150538
2361,VIA XXI APRILE 1945,4,2023,20234,,2023-12,1524.774193548387
2362,VIALE ABRAMO LINCOLN,1,2023,20231,2023,2023-03,4160.821172555044
2363,VIALE ABRAMO LINCOLN,2,2023,20232,,2023-06,2062.410505499938
2364,VIALE ABRAMO LINCOLN,3,2023,20233,,2023-09,1686.0672043010752
2365,VIALE ABRAMO LINCOLN,4,2023,20234,,2023-12,3815.079749103943
2366,VIALE ALCIDE DE GASPERI,1,2023,20231,2023,2023-03,14691.023946065883
2367,VIALE ALCIDE DE GASPERI,2,2023,20232,,2023-06,15051.720001647924
2368,VIALE ALCIDE DE GASPERI,3,2023,20233,,2023-09,13603.939665471924
2369,VIALE ALCIDE DE GASPERI,4,2023,20234,,2023-12,12918.52365591398
2370,VIALE ALDO MORO,1,2023,20231,2023,2023-03,7666.131775900324
2371,VIALE ALDO MORO,2,2023,20232,,2023-06,7583.822770156141
2372,VIALE ALDO MORO,3,2023,20233,,2023-09,6300.931660692951
2373,VIALE ALDO MORO,4,2023,20234,,2023-12,7491.872162485066
2374,VIALE ALFREDO ORIANI,1,2023,20231,2023,2023-03,2488.6118023553504
2375,VIALE ALFREDO ORIANI,2,2023,20232,,2023-06,2010.2271227289577
2376,VIALE ALFREDO ORIANI,3,2023,20233,,2023-09,1209.8887096774195
2377,VIALE ALFREDO ORIANI,4,2023,20234,,2023-12,1003.8686379928316
2378,VIALE ANGELO MASINI,1,2023,20231,2023,2023-03,9038.406972179553
2379,VIALE ANGELO MASINI,2,2023,20232,,2023-06,8055.404358752523
2380,VIALE ANGELO MASINI,3,2023,20233,,2023-09,8498.22072879331
2381,VIALE ANGELO MASINI,4,2023,20234,,2023-12,10185.445161290323
2382,VIALE ANTONIO ALDINI,1,2023,20231,2023,2023-03,14999.69709962889
2383,VIALE ANTONIO ALDINI,2,2023,20232,,2023-06,13088.288841923124
2384,VIALE ANTONIO ALDINI,3,2023,20233,,2023-09,10284.451111111111
2385,VIALE ANTONIO ALDINI,4,2023,20234,,2023-12,12822.402652329749
2386,VIALE ANTONIO SILVANI,1,2023,20231,2023,2023-03,10811.592396313365
2387,VIALE ANTONIO SILVANI,2,2023,20232,,2023-06,12343.916954022987
2388,VIALE ANTONIO SILVANI,3,2023,20233,,2023-09,9642.859229390682
2389,VIALE ANTONIO SILVANI,4,2023,20234,,2023-12,11473.30188172043
2390,VIALE CARLO BERTI PICHAT,1,2023,20231,2023,2023-03,11414.113218979348
2391,VIALE CARLO BERTI PICHAT,2,2023,20232,,2023-06,12145.536828986942
2392,VIALE CARLO BERTI PICHAT,3,2023,20233,,2023-09,10640.405137395459
2393,VIALE CARLO BERTI PICHAT,4,2023,20234,,2023-12,11458.07945041816
2394,VIALE CARLO PEPOLI,1,2023,20231,2023,2023-03,12433.155436081244
2395,VIALE CARLO PEPOLI,2,2023,20232,,2023-06,11820.951060849504
2396,VIALE CARLO PEPOLI,3,2023,20233,,2023-09,9309.58183990442
2397,VIALE CARLO PEPOLI,4,2023,20234,,2023-12,13207.43679808841
2398,VIALE DEL RISORGIMENTO,1,2023,20231,2023,2023-03,445.66428571428565
2399,VIALE DEL RISORGIMENTO,2,2023,20232,,2023-06,992.0293659621802
2400,VIALE DEL RISORGIMENTO,3,2023,20233,,2023-09,753.062724014337
2401,VIALE DEL RISORGIMENTO,4,2023,20234,,2023-12,1072.0032258064516
2402,VIALE DELLA FIERA,1,2023,20231,2023,2023-03,6074.923668714798
2403,VIALE DELLA FIERA,2,2023,20232,,2023-06,4873.1780126066
2404,VIALE DELLA FIERA,3,2023,20233,,2023-09,16.303046594982078
2405,VIALE DELLA FIERA,4,2023,20234,,2023-12,56.597132616487464
2406,VIALE DELLA REPUBBLICA,1,2023,20231,2023,2023-03,7556.631534818228
2407,VIALE DELLA REPUBBLICA,2,2023,20232,,2023-06,7999.468872821654
2408,VIALE DELLA REPUBBLICA,3,2023,20233,,2023-09,6303.022849462366
2409,VIALE DELLA REPUBBLICA,4,2023,20234,,2023-12,7199.805734767026
2410,VIALE ENRICO PANZACCHI,1,2023,20231,2023,2023-03,14148.034540877283
2411,VIALE ENRICO PANZACCHI,2,2023,20232,,2023-06,14075.916184649612
2412,VIALE ENRICO PANZACCHI,3,2023,20233,,2023-09,11885.430286738352
2413,VIALE ENRICO PANZACCHI,4,2023,20234,,2023-12,13991.302568697729
2414,VIALE EUROPA,1,2023,20231,2023,2023-03,9770.388129373614
2415,VIALE EUROPA,2,2023,20232,,2023-06,9030.887945453796
2416,VIALE EUROPA,3,2023,20233,,2023-09,6124.357666268418
2417,VIALE EUROPA,4,2023,20234,,2023-12,6833.094623655914
2418,VIALE FELSINA,1,2023,20231,2023,2023-03,4199.010727086534
2419,VIALE FELSINA,2,2023,20232,,2023-06,4294.640514151526
2420,VIALE FELSINA,3,2023,20233,,2023-09,3191.598207885305
2421,VIALE FELSINA,4,2023,20234,,2023-12,4127.056630824373
2422,VIALE GAETANO SALVEMINI,1,2023,20231,2023,2023-03,4841.911740179943
2423,VIALE GAETANO SALVEMINI,2,2023,20232,,2023-06,4908.0655419602035
2424,VIALE GAETANO SALVEMINI,3,2023,20233,,2023-09,3857.6355862775217
2425,VIALE GAETANO SALVEMINI,4,2023,20234,,2023-12,4643.253609831029
2426,VIALE GIAN BATTISTA ERCOLANI,1,2023,20231,2023,2023-03,9471.747529441884
2427,VIALE GIAN BATTISTA ERCOLANI,2,2023,20232,,2023-06,9318.971696947227
2428,VIALE GIAN BATTISTA ERCOLANI,3,2023,20233,,2023-09,8007.425268817205
2429,VIALE GIAN BATTISTA ERCOLANI,4,2023,20234,,2023-12,9026.87464157706
2430,VIALE GIOSUE' CARDUCCI,1,2023,20231,2023,2023-03,9634.098681515616
2431,VIALE GIOSUE' CARDUCCI,2,2023,20232,,2023-06,12129.49333003749
2432,VIALE GIOSUE' CARDUCCI,3,2023,20233,,2023-09,10102.964635603346
2433,VIALE GIOSUE' CARDUCCI,4,2023,20234,,2023-12,12345.194563918756
2434,VIALE GIOVANNI GOZZADINI,1,2023,20231,2023,2023-03,17376.428712237583
2435,VIALE GIOVANNI GOZZADINI,2,2023,20232,,2023-06,17138.675670498083
2436,VIALE GIOVANNI GOZZADINI,3,2023,20233,,2023-09,12138.402688172044
2437,VIALE GIOVANNI GOZZADINI,4,2023,20234,,2023-12,15444.932258064517
2438,VIALE GIOVANNI VICINI,1,2023,20231,2023,2023-03,14160.370880696364
2439,VIALE GIOVANNI VICINI,2,2023,20232,,2023-06,14521.531825485106
2440,VIALE GIOVANNI VICINI,3,2023,20233,,2023-09,12181.701720430108
2441,VIALE GIOVANNI VICINI,4,2023,20234,,2023-12,14277.750681003585
2442,VIALE ILIC ULJANOV LENIN,1,2023,20231,2023,2023-03,6856.721983273596
2443,VIALE ILIC ULJANOV LENIN,2,2023,20232,,2023-06,11308.386886664195
2444,VIALE ILIC ULJANOV LENIN,3,2023,20233,,2023-09,10997.419952210274
2445,VIALE ILIC ULJANOV LENIN,4,2023,20234,,2023-12,12552.10238948626
2446,VIALE M. KARAMCHAND GANDHI,1,2023,20231,2023,2023-03,11644.324185014508
2447,VIALE M. KARAMCHAND GANDHI,2,2023,20232,,2023-06,10614.476025487855
2448,VIALE M. KARAMCHAND GANDHI,3,2023,20233,,2023-09,9919.58176025488
2449,VIALE M. KARAMCHAND GANDHI,4,2023,20234,,2023-12,12213.892990840302
2450,VIALE PALMIRO TOGLIATTI,1,2023,20231,2023,2023-03,19070.782952966132
2451,VIALE PALMIRO TOGLIATTI,2,2023,20232,,2023-06,19205.044832883097
2452,VIALE PALMIRO TOGLIATTI,3,2023,20233,,2023-09,16432.315514592934
2453,VIALE PALMIRO TOGLIATTI,4,2023,20234,,2023-12,18508.613824884793
2454,VIALE PIETRO PIETRAMELLARA,1,2023,20231,2023,2023-03,11864.39717244126
2455,VIALE PIETRO PIETRAMELLARA,2,2023,20232,,2023-06,12337.563530122634
2456,VIALE PIETRO PIETRAMELLARA,3,2023,20233,,2023-09,10297.374432497014
2457,VIALE PIETRO PIETRAMELLARA,4,2023,20234,,2023-12,11894.050099561928
2458,VIALE QUIRICO FILOPANTI,1,2023,20231,2023,2023-03,18137.11835637481
2459,VIALE QUIRICO FILOPANTI,2,2023,20232,,2023-06,23585.232480533927
2460,VIALE QUIRICO FILOPANTI,3,2023,20233,,2023-09,21333.902508960575
2461,VIALE QUIRICO FILOPANTI,4,2023,20234,,2023-12,15924.172043010753
2462,VIALE ROMA,1,2023,20231,2023,2023-03,15272.776804915515
2463,VIALE ROMA,2,2023,20232,,2023-06,15140.138295637129
2464,VIALE ROMA,3,2023,20233,,2023-09,13100.622759856631
2465,VIALE ROMA,4,2023,20234,,2023-12,15424.459677419354
2466,VIALE SANDRO PERTINI,1,2023,20231,2023,2023-03,17719.435048643114
2467,VIALE SANDRO PERTINI,2,2023,20232,,2023-06,19109.390969389857
2468,VIALE SANDRO PERTINI,3,2023,20233,,2023-09,16597.063799283154
2469,VIALE SANDRO PERTINI,4,2023,20234,,2023-12,18570.279330943846
2470,VIALE VLADIMIR ILIC ULJANOV LENIN,1,2023,20231,2023,2023-03,11312.744512715479
2471,VIALE VLADIMIR ILIC ULJANOV LENIN,2,2023,20232,,2023-06,14459.714448152268
2472,VIALE VLADIMIR ILIC ULJANOV LENIN,3,2023,20233,,2023-09,12509.118757467144
2473,VIALE VLADIMIR ILIC ULJANOV LENIN,4,2023,20234,,2023-12,14736.4972520908
2474,VIALE ZAGABRIA,1,2023,20231,2023,2023-03,1493.4847158218126
2475,VIALE ZAGABRIA,2,2023,20232,,2023-06,1469.4844395006796
2476,VIALE ZAGABRIA,3,2023,20233,,2023-09,1195.3186379928316
2477,VIALE ZAGABRIA,4,2023,20234,,2023-12,1484.83082437276
2478,LARGO BARTOLO NIGRISOLI,1,2024,20241,2024,2024-03,1262.826288468669
2479,LARGO BARTOLO NIGRISOLI,2,2024,20242,,2024-06,1090.7521505376344
2480,LARGO BARTOLO NIGRISOLI,3,2024,20243,,2024-09,0.0
2481,LARGO BARTOLO NIGRISOLI,4,2024,20244,,2024-12,0.0
2482,LARGO CARD. GIACOMO LERCARO,1,2024,20241,2024,2024-03,2729.559139784946
2483,LARGO CARD. GIACOMO LERCARO,2,2024,20242,,2024-06,2704.2272401433693
2484,LARGO CARD. GIACOMO LERCARO,3,2024,20243,,2024-09,2038.6982078853046
2485,LARGO CARD. GIACOMO LERCARO,4,2024,20244,,2024-12,2672.418637992832
2486,LARGO MARIELE VENTRE,1,2024,20241,2024,2024-03,15070.770485724881
2487,LARGO MARIELE VENTRE,2,2024,20242,,2024-06,18218.251971326168
2488,LARGO MARIELE VENTRE,3,2024,20243,,2024-09,4936.698924731182
2489,LARGO MARIELE VENTRE,4,2024,20244,,2024-12,0.0
2490,LARGO VITTIME LAGER NAZISTI,1,2024,20241,2024,2024-03,1108.3518724508713
2491,LARGO VITTIME LAGER NAZISTI,2,2024,20242,,2024-06,1200.6720430107528
2492,LARGO VITTIME LAGER NAZISTI,3,2024,20243,,2024-09,383.95698924731187
2493,LARGO VITTIME LAGER NAZISTI,4,2024,20244,,2024-12,940.7698924731181
2494,MURA DI PORTA GALLIERA,1,2024,20241,2024,2024-03,1749.5268817204303
2495,MURA DI PORTA GALLIERA,2,2024,20242,,2024-06,1795.209318996416
2496,MURA DI PORTA GALLIERA,3,2024,20243,,2024-09,1537.6494623655915
2497,MURA DI PORTA GALLIERA,4,2024,20244,,2024-12,1930.862724014337
2498,NOME VIA DA ISTITUIRE,1,2024,20241,2024,2024-03,1496.4968483500186
2499,NOME VIA DA ISTITUIRE,2,2024,20242,,2024-06,1494.1994623655912
2500,NOME VIA DA ISTITUIRE,3,2024,20243,,2024-09,1179.4648745519714
2501,NOME VIA DA ISTITUIRE,4,2024,20244,,2024-12,1628.64229390681
2502,P.LE ATLETI AZZURRI D'ITALIA,1,2024,20241,2024,2024-03,3004.5428253615123
2503,P.LE ATLETI AZZURRI D'ITALIA,2,2024,20242,,2024-06,2811.8525089605737
2504,P.LE ATLETI AZZURRI D'ITALIA,3,2024,20243,,2024-09,2964.352688172043
2505,P.LE ATLETI AZZURRI D'ITALIA,4,2024,20244,,2024-12,2980.694265232975
2506,PASSAGGIO A. MARESCALCHI,1,2024,20241,2024,2024-03,625.5272525027808
2507,PASSAGGIO A. MARESCALCHI,2,2024,20242,,2024-06,626.8351254480286
2508,PASSAGGIO A. MARESCALCHI,3,2024,20243,,2024-09,528.4397849462365
2509,PASSAGGIO A. MARESCALCHI,4,2024,20244,,2024-12,654.8720430107527
2510,PIAZZA ADAM MICKIEWICZ,1,2024,20241,2024,2024-03,4240.242491657397
2511,PIAZZA ADAM MICKIEWICZ,2,2024,20242,,2024-06,5178.931541218638
2512,PIAZZA ADAM MICKIEWICZ,3,2024,20243,,2024-09,151.89247311827958
2513,PIAZZA ADAM MICKIEWICZ,4,2024,20244,,2024-12,776.8817204301075
2514,PIAZZA ALDROVANDI,1,2024,20241,2024,2024-03,1693.0216907675194
2515,PIAZZA ALDROVANDI,2,2024,20242,,2024-06,1590.141218637993
2516,PIAZZA ALDROVANDI,3,2024,20243,,2024-09,1288.153046594982
2517,PIAZZA ALDROVANDI,4,2024,20244,,2024-12,1675.7012544802867
2518,PIAZZA BELLUNO,1,2024,20241,2024,2024-03,2195.402855024101
2519,PIAZZA BELLUNO,2,2024,20242,,2024-06,2173.740860215054
2520,PIAZZA BELLUNO,3,2024,20243,,2024-09,1787.0195340501793
2521,PIAZZA BELLUNO,4,2024,20244,,2024-12,2173.2243727598566
2522,PIAZZA DELLA COSTITUZIONE,1,2024,20241,2024,2024-03,316.65257693733776
2523,PIAZZA DELLA COSTITUZIONE,2,2024,20242,,2024-06,283.73010752688174
2524,PIAZZA DELLA COSTITUZIONE,3,2024,20243,,2024-09,658.6408602150537
2525,PIAZZA DELLA COSTITUZIONE,4,2024,20244,,2024-12,389.18064516129033
2526,PIAZZA DELLE MEDAGLIE D'ORO,1,2024,20241,2024,2024-03,8960.867259918428
2527,PIAZZA DELLE MEDAGLIE D'ORO,2,2024,20242,,2024-06,4444.083870967742
2528,PIAZZA DELLE MEDAGLIE D'ORO,3,2024,20243,,2024-09,5457.636200716845
2529,PIAZZA DELLE MEDAGLIE D'ORO,4,2024,20244,,2024-12,2872.753046594982
2530,PIAZZA DI PORTA CASTIGLIONE,1,2024,20241,2024,2024-03,1819.3318502039303
2531,PIAZZA DI PORTA CASTIGLIONE,2,2024,20242,,2024-06,1870.4021505376343
2532,PIAZZA DI PORTA CASTIGLIONE,3,2024,20243,,2024-09,1456.6172043010754
2533,PIAZZA DI PORTA CASTIGLIONE,4,2024,20244,,2024-12,1781.1519713261648
2534,PIAZZA DI PORTA S.ISAIA,1,2024,20241,2024,2024-03,5337.822766036336
2535,PIAZZA DI PORTA S.ISAIA,2,2024,20242,,2024-06,4812.664157706094
2536,PIAZZA DI PORTA S.ISAIA,3,2024,20243,,2024-09,4302.274910394265
2537,PIAZZA DI PORTA S.ISAIA,4,2024,20244,,2024-12,4998.264516129032
2538,PIAZZA DI PORTA S.MAMOLO,1,2024,20241,2024,2024-03,11860.603819058213
2539,PIAZZA DI PORTA S.MAMOLO,2,2024,20242,,2024-06,12512.80358422939
2540,PIAZZA DI PORTA S.MAMOLO,3,2024,20243,,2024-09,10244.139784946237
2541,PIAZZA DI PORTA S.MAMOLO,4,2024,20244,,2024-12,12180.220788530467
2542,PIAZZA DI PORTA S.VITALE,1,2024,20241,2024,2024-03,17552.92102335929
2543,PIAZZA DI PORTA S.VITALE,2,2024,20242,,2024-06,17654.71290322581
2544,PIAZZA DI PORTA S.VITALE,3,2024,20243,,2024-09,14643.675268817204
2545,PIAZZA DI PORTA S.VITALE,4,2024,20244,,2024-12,17523.105376344087
2546,PIAZZA MALPIGHI,1,2024,20241,2024,2024-03,4631.433073785688
2547,PIAZZA MALPIGHI,2,2024,20242,,2024-06,4223.871863799283
2548,PIAZZA MALPIGHI,3,2024,20243,,2024-09,4203.8711469534055
2549,PIAZZA MALPIGHI,4,2024,20244,,2024-12,5294.100896057348
2550,PIAZZA PORTA RAVEGNANA,1,2024,20241,2024,2024-03,0.0
2551,PIAZZA PORTA RAVEGNANA,2,2024,20242,,2024-06,0.0
2552,PIAZZA PORTA RAVEGNANA,3,2024,20243,,2024-09,0.0
2553,PIAZZA PORTA RAVEGNANA,4,2024,20244,,2024-12,0.0
2554,PIAZZA RENZO IMBENI,1,2024,20241,2024,2024-03,757.5977011494252
2555,PIAZZA RENZO IMBENI,2,2024,20242,,2024-06,592.4548387096775
2556,PIAZZA RENZO IMBENI,3,2024,20243,,2024-09,381.6720430107527
2557,PIAZZA RENZO IMBENI,4,2024,20244,,2024-12,481.1960573476702
2558,PIAZZA TRENTO E TRIESTE,1,2024,20241,2024,2024-03,4379.860585836114
2559,PIAZZA TRENTO E TRIESTE,2,2024,20242,,2024-06,4349.712903225806
2560,PIAZZA TRENTO E TRIESTE,3,2024,20243,,2024-09,3715.46917562724
2561,PIAZZA TRENTO E TRIESTE,4,2024,20244,,2024-12,4599.277658303465
2562,PIAZZA XX SETTEMBRE,1,2024,20241,2024,2024-03,11687.88728216537
2563,PIAZZA XX SETTEMBRE,2,2024,20242,,2024-06,12166.250776583036
2564,PIAZZA XX SETTEMBRE,3,2024,20243,,2024-09,11317.51971326165
2565,PIAZZA XX SETTEMBRE,4,2024,20244,,2024-12,11277.466308243727
2566,STRADA MAGGIORE,1,2024,20241,2024,2024-03,2594.2728958101593
2567,STRADA MAGGIORE,2,2024,20242,,2024-06,2784.0094384707286
2568,STRADA MAGGIORE,3,2024,20243,,2024-09,2000.56284348865
2569,STRADA MAGGIORE,4,2024,20244,,2024-12,2289.0344086021505
2570,TANGENZIALE CASALECCHIO-SAN LAZZARO,1,2024,20241,2024,2024-03,3678.6796440489434
2571,TANGENZIALE CASALECCHIO-SAN LAZZARO,2,2024,20242,,2024-06,3653.0949820788533
2572,TANGENZIALE CASALECCHIO-SAN LAZZARO,3,2024,20243,,2024-09,3188.105734767025
2573,TANGENZIALE CASALECCHIO-SAN LAZZARO,4,2024,20244,,2024-12,3462.0154121863798
2574,TANGENZIALE SAN LAZZARO-CASALECCHIO,1,2024,20241,2024,2024-03,3129.4508713385244
2575,TANGENZIALE SAN LAZZARO-CASALECCHIO,2,2024,20242,,2024-06,3235.38853046595
2576,TANGENZIALE SAN LAZZARO-CASALECCHIO,3,2024,20243,,2024-09,2989.531182795699
2577,TANGENZIALE SAN LAZZARO-CASALECCHIO,4,2024,20244,,2024-12,3369.422222222222
2578,VIA ADIGE,1,2024,20241,2024,2024-03,1398.4671857619578
2579,VIA ADIGE,2,2024,20242,,2024-06,1334.2254480286738
2580,VIA ADIGE,3,2024,20243,,2024-09,1104.9336917562723
2581,VIA ADIGE,4,2024,20244,,2024-12,1393.1724014336917
2582,VIA ADOLFO DE CAROLIS,1,2024,20241,2024,2024-03,1268.002966258806
2583,VIA ADOLFO DE CAROLIS,2,2024,20242,,2024-06,59.611111111111114
2584,VIA ADOLFO DE CAROLIS,3,2024,20243,,2024-09,0.0
2585,VIA ADOLFO DE CAROLIS,4,2024,20244,,2024-12,0.0
2586,VIA AGUCCHI,1,2024,20241,2024,2024-03,0.0
2587,VIA AGUCCHI,2,2024,20242,,2024-06,0.02150537634408602
2588,VIA AGUCCHI,3,2024,20243,,2024-09,0.0
2589,VIA AGUCCHI,4,2024,20244,,2024-12,0.0
2590,VIA ALBERELLI,1,2024,20241,2024,2024-03,546.1449758991472
2591,VIA ALBERELLI,2,2024,20242,,2024-06,571.5770609318997
2592,VIA ALBERELLI,3,2024,20243,,2024-09,509.58673835125455
2593,VIA ALBERELLI,4,2024,20244,,2024-12,530.3555555555556
2594,VIA ALBERTO CALDA,1,2024,20241,2024,2024-03,2450.0100111234706
2595,VIA ALBERTO CALDA,2,2024,20242,,2024-06,2455.151971326165
2596,VIA ALBERTO CALDA,3,2024,20243,,2024-09,1936.4967741935482
2597,VIA ALBERTO CALDA,4,2024,20244,,2024-12,2372.013261648746
2598,VIA ALBERTO DALLOLIO,1,2024,20241,2024,2024-03,3447.921023359288
2599,VIA ALBERTO DALLOLIO,2,2024,20242,,2024-06,3484.445878136201
2600,VIA ALBERTO DALLOLIO,3,2024,20243,,2024-09,2825.0985663082442
2601,VIA ALBERTO DALLOLIO,4,2024,20244,,2024-12,3526.2659498207886
2602,VIA ALBERTO MARIO,1,2024,20241,2024,2024-03,2670.0480163144234
2603,VIA ALBERTO MARIO,2,2024,20242,,2024-06,2733.330376344086
2604,VIA ALBERTO MARIO,3,2024,20243,,2024-09,2682.239336917563
2605,VIA ALBERTO MARIO,4,2024,20244,,2024-12,2524.4482974910393
2606,VIA ALESSANDRO GUIDOTTI,1,2024,20241,2024,2024-03,2163.39043381535
2607,VIA ALESSANDRO GUIDOTTI,2,2024,20242,,2024-06,2223.4666666666667
2608,VIA ALESSANDRO GUIDOTTI,3,2024,20243,,2024-09,1750.967383512545
2609,VIA ALESSANDRO GUIDOTTI,4,2024,20244,,2024-12,2308.1086021505375
2610,VIA ALESSANDRO TIARINI,1,2024,20241,2024,2024-03,3724.1705598813496
2611,VIA ALESSANDRO TIARINI,2,2024,20242,,2024-06,3771.834528076464
2612,VIA ALESSANDRO TIARINI,3,2024,20243,,2024-09,2909.969772998805
2613,VIA ALESSANDRO TIARINI,4,2024,20244,,2024-12,3501.0621266427715
2614,VIA ALFONSO LOMBARDI,1,2024,20241,2024,2024-03,2768.92658509455
2615,VIA ALFONSO LOMBARDI,2,2024,20242,,2024-06,2550.9598566308246
2616,VIA ALFONSO LOMBARDI,3,2024,20243,,2024-09,1936.256630824373
2617,VIA ALFONSO LOMBARDI,4,2024,20244,,2024-12,2652.160573476702
2618,VIA ALFONSO RUBBIANI,1,2024,20241,2024,2024-03,3230.876158694846
2619,VIA ALFONSO RUBBIANI,2,2024,20242,,2024-06,3648.755913978495
2620,VIA ALFONSO RUBBIANI,3,2024,20243,,2024-09,2931.749103942652
2621,VIA ALFONSO RUBBIANI,4,2024,20244,,2024-12,3897.824731182796
2622,VIA ALFONSO TORREGGIANI,1,2024,20241,2024,2024-03,3698.6896551724135
2623,VIA ALFONSO TORREGGIANI,2,2024,20242,,2024-06,3632.4666666666667
2624,VIA ALFONSO TORREGGIANI,3,2024,20243,,2024-09,2924.5842293906812
2625,VIA ALFONSO TORREGGIANI,4,2024,20244,,2024-12,3583.0082437275983
2626,VIA AMEDEO PARMEGGIANI,1,2024,20241,2024,2024-03,3120.0166852057846
2627,VIA AMEDEO PARMEGGIANI,2,2024,20242,,2024-06,3455.4166666666665
2628,VIA AMEDEO PARMEGGIANI,3,2024,20243,,2024-09,3051.1387096774197
2629,VIA AMEDEO PARMEGGIANI,4,2024,20244,,2024-12,3697.58082437276
2630,VIA AMILCARE PONCHIELLI,1,2024,20241,2024,2024-03,1524.583735014213
2631,VIA AMILCARE PONCHIELLI,2,2024,20242,,2024-06,2021.6086021505378
2632,VIA AMILCARE PONCHIELLI,3,2024,20243,,2024-09,1876.5996415770608
2633,VIA AMILCARE PONCHIELLI,4,2024,20244,,2024-12,2243.4724014336916
2634,VIA ANDREA COSTA,1,2024,20241,2024,2024-03,8273.917732665926
2635,VIA ANDREA COSTA,2,2024,20242,,2024-06,7845.981093189964
2636,VIA ANDREA COSTA,3,2024,20243,,2024-09,5277.761559139785
2637,VIA ANDREA COSTA,4,2024,20244,,2024-12,6997.551433691756
2638,VIA ANTONIO CAVALIERI DUCATI,1,2024,20241,2024,2024-03,7960.8157211716725
2639,VIA ANTONIO CAVALIERI DUCATI,2,2024,20242,,2024-06,7039.405734767024
2640,VIA ANTONIO CAVALIERI DUCATI,3,2024,20243,,2024-09,8081.974551971326
2641,VIA ANTONIO CAVALIERI DUCATI,4,2024,20244,,2024-12,9500.511827956989
2642,VIA ANTONIO GIURIOLO,1,2024,20241,2024,2024-03,3076.652020763812
