_id;reftime;stazione;value;agente_atm
1747030;2025-06-06T20:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;4.0;NO2 (Biossido di azoto)
1747031;2025-06-06T21:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;3.0;NO2 (Biossido di azoto)
1747034;2025-06-07T00:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1747714;2025-06-06T02:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;6.0;NO2 (Biossido di azoto)
1747716;2025-06-06T04:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1747720;2025-06-06T08:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1747507;2025-06-06T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;23.0;NOX (Ossidi di azoto)
1747508;2025-06-06T02:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;16.0;NOX (Ossidi di azoto)
1747510;2025-06-06T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;11.0;NOX (Ossidi di azoto)
1747515;2025-06-06T09:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;36.0;NOX (Ossidi di azoto)
1747516;2025-06-06T10:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;42.0;NOX (Ossidi di azoto)
1747523;2025-06-06T20:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;28.0;NOX (Ossidi di azoto)
1747693;2025-06-06T02:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;14.0;NO2 (Biossido di azoto)
1747694;2025-06-06T03:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;12.0;NO2 (Biossido di azoto)
1747696;2025-06-06T05:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO2 (Biossido di azoto)
1747698;2025-06-06T07:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;26.0;NO2 (Biossido di azoto)
1747699;2025-06-06T08:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;37.0;NO2 (Biossido di azoto)
1747702;2025-06-06T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;30.0;NO2 (Biossido di azoto)
1747710;2025-06-06T22:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;11.0;NO2 (Biossido di azoto)
1747711;2025-06-06T23:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;12.0;NO2 (Biossido di azoto)
1748232;2025-06-06T02:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1748233;2025-06-06T03:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1748236;2025-06-06T06:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1748239;2025-06-06T09:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.4;CO (Monossido di carbonio)
1748240;2025-06-06T10:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.4;CO (Monossido di carbonio)
1748241;2025-06-06T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1748243;2025-06-06T16:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1748246;2025-06-06T19:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1748874;2025-06-06T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;C6H6 (Benzene)
1748877;2025-06-06T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;C6H6 (Benzene)
1748880;2025-06-06T08:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.8;C6H6 (Benzene)
1748882;2025-06-06T10:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.2;C6H6 (Benzene)
1748883;2025-06-06T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.8;C6H6 (Benzene)
1748885;2025-06-06T13:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;C6H6 (Benzene)
1748888;2025-06-06T17:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.9;C6H6 (Benzene)
1748889;2025-06-06T18:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.1;C6H6 (Benzene)
1748893;2025-06-06T22:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.9;C6H6 (Benzene)
1749158;2025-06-06T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1749159;2025-06-06T02:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1749160;2025-06-06T03:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1749162;2025-06-06T05:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1749164;2025-06-06T07:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;7.0;NO (Monossido di azoto)
1749166;2025-06-06T09:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;5.0;NO (Monossido di azoto)
1749167;2025-06-06T10:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO (Monossido di azoto)
1749169;2025-06-06T12:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;4.0;NO (Monossido di azoto)
1749170;2025-06-06T16:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;6.0;NO (Monossido di azoto)
1745813;2025-06-06T01:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;22.0;O3 (Ozono)
1745816;2025-06-06T04:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;20.0;O3 (Ozono)
1745824;2025-06-06T12:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;97.0;O3 (Ozono)
1745829;2025-06-06T17:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;94.0;O3 (Ozono)
1745830;2025-06-06T18:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;94.0;O3 (Ozono)
1745833;2025-06-06T20:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;87.0;O3 (Ozono)
1745838;2025-06-07T00:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;79.0;O3 (Ozono)
1747092;2025-06-06T10:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;5.0;NO2 (Biossido di azoto)
1747093;2025-06-06T11:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;3.0;NO2 (Biossido di azoto)
1747095;2025-06-06T13:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;3.0;NO2 (Biossido di azoto)
1747100;2025-06-06T18:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;6.0;NO2 (Biossido di azoto)
1747103;2025-06-06T21:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;7.0;NO2 (Biossido di azoto)
1749861;2025-06-08T00:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;15.0;PM10
1750096;2025-06-06T02:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;46.0;O3 (Ozono)
1750098;2025-06-06T04:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;73.0;O3 (Ozono)
1750099;2025-06-06T05:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;75.0;O3 (Ozono)
1750102;2025-06-06T08:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;76.0;O3 (Ozono)
1750103;2025-06-06T09:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;80.0;O3 (Ozono)
1750105;2025-06-06T10:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;84.0;O3 (Ozono)
1750112;2025-06-06T17:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;91.0;O3 (Ozono)
1750115;2025-06-06T20:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;84.0;O3 (Ozono)
1750118;2025-06-06T22:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;89.0;O3 (Ozono)
1750124;2025-06-07T04:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;78.0;O3 (Ozono)
1750127;2025-06-07T07:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;72.0;O3 (Ozono)
1750130;2025-06-07T10:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;80.0;O3 (Ozono)
1750134;2025-06-07T14:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;92.0;O3 (Ozono)
1750135;2025-06-07T15:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;95.0;O3 (Ozono)
1750139;2025-06-07T19:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;97.0;O3 (Ozono)
1750144;2025-06-08T00:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;84.0;O3 (Ozono)
1749868;2025-06-07T00:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;12.0;PM10
1749869;2025-06-08T00:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;11.0;PM10
1750494;2025-06-07T01:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;79.0;O3 (Ozono)
1750495;2025-06-07T02:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;77.0;O3 (Ozono)
1750497;2025-06-07T04:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;49.0;O3 (Ozono)
1750499;2025-06-07T06:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;50.0;O3 (Ozono)
1750501;2025-06-07T08:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;69.0;O3 (Ozono)
1750512;2025-06-07T19:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;99.0;O3 (Ozono)
1751802;2025-06-08T03:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;81.0;O3 (Ozono)
1751804;2025-06-08T05:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;85.0;O3 (Ozono)
1751805;2025-06-08T06:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;83.0;O3 (Ozono)
1751808;2025-06-08T09:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;87.0;O3 (Ozono)
1751811;2025-06-08T12:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;86.0;O3 (Ozono)
1751813;2025-06-08T14:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;83.0;O3 (Ozono)
1751815;2025-06-08T16:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;99.0;O3 (Ozono)
1751817;2025-06-08T18:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;105.0;O3 (Ozono)
1751821;2025-06-08T22:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;113.0;O3 (Ozono)
1751822;2025-06-08T23:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;107.0;O3 (Ozono)
1751823;2025-06-09T00:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;103.0;O3 (Ozono)
1753091;2025-06-07T22:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1753092;2025-06-07T23:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1753093;2025-06-08T00:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1753094;2025-06-08T01:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1753095;2025-06-08T02:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1753100;2025-06-08T04:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;0.0;NO2 (Biossido di azoto)
1753108;2025-06-08T08:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;0.0;NO2 (Biossido di azoto)
1753121;2025-06-08T16:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1753123;2025-06-08T17:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1753132;2025-06-08T20:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1754426;2025-06-07T02:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1754430;2025-06-07T06:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1754431;2025-06-07T07:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1754435;2025-06-07T11:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1754441;2025-06-07T17:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1754442;2025-06-07T18:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;1.0;NO2 (Biossido di azoto)
1754443;2025-06-07T19:00:00+02:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;NO2 (Biossido di azoto)
1753981;2025-06-07T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;9.0;NOX (Ossidi di azoto)
1753985;2025-06-07T08:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;36.0;NOX (Ossidi di azoto)
1753988;2025-06-07T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;25.0;NOX (Ossidi di azoto)
1753990;2025-06-07T13:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;19.0;NOX (Ossidi di azoto)
1753992;2025-06-07T15:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;21.0;NOX (Ossidi di azoto)
1753995;2025-06-07T18:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;14.0;NOX (Ossidi di azoto)
1753998;2025-06-07T21:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;14.0;NOX (Ossidi di azoto)
1754006;2025-06-08T05:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;9.0;NOX (Ossidi di azoto)
1754011;2025-06-08T10:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;17.0;NOX (Ossidi di azoto)
1754012;2025-06-08T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;21.0;NOX (Ossidi di azoto)
1754014;2025-06-08T13:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;19.0;NOX (Ossidi di azoto)
1754016;2025-06-08T15:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;13.0;NOX (Ossidi di azoto)
1754017;2025-06-08T16:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;18.0;NOX (Ossidi di azoto)
1754024;2025-06-08T23:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;7.0;NOX (Ossidi di azoto)
1754379;2025-06-07T03:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO2 (Biossido di azoto)
1754380;2025-06-07T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO2 (Biossido di azoto)
1754391;2025-06-07T15:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;18.0;NO2 (Biossido di azoto)
1754395;2025-06-07T19:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;15.0;NO2 (Biossido di azoto)
1754396;2025-06-07T20:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;14.0;NO2 (Biossido di azoto)
1754398;2025-06-07T22:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;17.0;NO2 (Biossido di azoto)
1754400;2025-06-08T00:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;11.0;NO2 (Biossido di azoto)
1754401;2025-06-08T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO2 (Biossido di azoto)
1754404;2025-06-08T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO2 (Biossido di azoto)
1754405;2025-06-08T05:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;9.0;NO2 (Biossido di azoto)
1754406;2025-06-08T06:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;9.0;NO2 (Biossido di azoto)
1754410;2025-06-08T10:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;14.0;NO2 (Biossido di azoto)
1754411;2025-06-08T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;17.0;NO2 (Biossido di azoto)
1754414;2025-06-08T14:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;10.0;NO2 (Biossido di azoto)
1754415;2025-06-08T15:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;11.0;NO2 (Biossido di azoto)
1754416;2025-06-08T16:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;15.0;NO2 (Biossido di azoto)
1754418;2025-06-08T18:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;11.0;NO2 (Biossido di azoto)
1754422;2025-06-08T22:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;8.0;NO2 (Biossido di azoto)
1754423;2025-06-08T23:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;6.0;NO2 (Biossido di azoto)
1754424;2025-06-09T00:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;6.0;NO2 (Biossido di azoto)
1755412;2025-06-07T03:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1755413;2025-06-07T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1755423;2025-06-07T14:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1755428;2025-06-07T19:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1755433;2025-06-08T00:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1755442;2025-06-08T09:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;CO (Monossido di carbonio)
1755445;2025-06-08T12:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1755450;2025-06-08T17:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1755451;2025-06-08T18:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;CO (Monossido di carbonio)
1755452;2025-06-08T19:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.4;CO (Monossido di carbonio)
1755454;2025-06-08T21:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.4;CO (Monossido di carbonio)
1756676;2025-06-07T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;C6H6 (Benzene)
1756680;2025-06-07T05:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.2;C6H6 (Benzene)
1756682;2025-06-07T08:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.4;C6H6 (Benzene)
1756688;2025-06-07T14:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.7;C6H6 (Benzene)
1756694;2025-06-07T20:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.5;C6H6 (Benzene)
1756699;2025-06-08T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.3;C6H6 (Benzene)
1756700;2025-06-08T02:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.4;C6H6 (Benzene)
1756708;2025-06-08T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.5;C6H6 (Benzene)
1756713;2025-06-08T16:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;C6H6 (Benzene)
1756718;2025-06-08T21:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;C6H6 (Benzene)
1757452;2025-06-07T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.0;NO (Monossido di azoto)
1757465;2025-06-07T14:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;NO (Monossido di azoto)
1757466;2025-06-07T15:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;NO (Monossido di azoto)
1757471;2025-06-07T20:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1757472;2025-06-07T21:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1757475;2025-06-08T00:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1757476;2025-06-08T01:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.0;NO (Monossido di azoto)
1757479;2025-06-08T04:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1757481;2025-06-08T06:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;NO (Monossido di azoto)
1757484;2025-06-08T09:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;NO (Monossido di azoto)
1757486;2025-06-08T11:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;3.0;NO (Monossido di azoto)
1757487;2025-06-08T12:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;NO (Monossido di azoto)
1757497;2025-06-08T22:00:00+02:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.0;NO (Monossido di azoto)
1751551;2025-06-08T01:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;62.0;O3 (Ozono)
1751554;2025-06-08T04:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;58.0;O3 (Ozono)
1751555;2025-06-08T05:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;39.0;O3 (Ozono)
1751557;2025-06-08T07:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;66.0;O3 (Ozono)
1751564;2025-06-08T14:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;94.0;O3 (Ozono)
1751565;2025-06-08T15:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;90.0;O3 (Ozono)
1751566;2025-06-08T16:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;101.0;O3 (Ozono)
1751568;2025-06-08T18:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;109.0;O3 (Ozono)
1751570;2025-06-08T20:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;118.0;O3 (Ozono)
1751572;2025-06-08T22:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;114.0;O3 (Ozono)
1751756;2025-06-09T00:00:00+02:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;17.0;PM10
