_id;reftime;stazione;value;agente_atm
1185735;2025-01-12T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;4.0;O3 (Ozono)
1185512;2025-01-12T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;16.0;PM10
1185687;2025-01-12T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1187434;2025-01-11T23:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;23.0;NO2 (Biossido di azoto)
1185686;2025-01-11T23:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1185733;2025-01-11T22:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;3.0;O3 (Ozono)
1185685;2025-01-11T22:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1185732;2025-01-11T21:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;4.0;O3 (Ozono)
1187432;2025-01-11T21:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;28.0;NO2 (Biossido di azoto)
1187528;2025-01-11T21:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;32.0;NO2 (Biossido di azoto)
1185682;2025-01-11T19:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;3.0;O3 (Ozono)
1185729;2025-01-11T18:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;11.0;O3 (Ozono)
1187428;2025-01-11T17:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;21.0;NO2 (Biossido di azoto)
1185680;2025-01-11T17:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;28.0;O3 (Ozono)
1187524;2025-01-11T17:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;19.0;NO2 (Biossido di azoto)
1185727;2025-01-11T16:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;32.0;O3 (Ozono)
1187427;2025-01-11T16:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;18.0;NO2 (Biossido di azoto)
1185726;2025-01-11T15:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;31.0;O3 (Ozono)
1187426;2025-01-11T15:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;19.0;NO2 (Biossido di azoto)
1187423;2025-01-11T12:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;28.0;NO2 (Biossido di azoto)
1185721;2025-01-11T10:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;4.0;O3 (Ozono)
1185673;2025-01-11T10:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;4.0;O3 (Ozono)
1185720;2025-01-11T09:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;7.0;O3 (Ozono)
1187420;2025-01-11T09:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;19.0;NO2 (Biossido di azoto)
1187516;2025-01-11T09:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;21.0;NO2 (Biossido di azoto)
1187419;2025-01-11T08:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;18.0;NO2 (Biossido di azoto)
1185671;2025-01-11T08:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;1.0;O3 (Ozono)
1187513;2025-01-11T06:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;22.0;NO2 (Biossido di azoto)
1185716;2025-01-11T05:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;16.0;O3 (Ozono)
1187416;2025-01-11T05:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;16.0;NO2 (Biossido di azoto)
1185715;2025-01-11T04:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;16.0;O3 (Ozono)
1187415;2025-01-11T04:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;19.0;NO2 (Biossido di azoto)
1185667;2025-01-11T04:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;13.0;O3 (Ozono)
1185714;2025-01-11T03:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;11.0;O3 (Ozono)
1187510;2025-01-11T03:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;20.0;NO2 (Biossido di azoto)
1185713;2025-01-11T02:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;17.0;O3 (Ozono)
1187413;2025-01-11T02:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;18.0;NO2 (Biossido di azoto)
1187509;2025-01-11T02:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;18.0;NO2 (Biossido di azoto)
1184062;2025-01-11T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;18.0;PM10
1184095;2025-01-11T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;15.0;O3 (Ozono)
1187411;2025-01-11T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;25.0;NO2 (Biossido di azoto)
1190864;2025-01-11T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;10.0;PM2.5
1184065;2025-01-11T00:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;26.0;PM10
1187507;2025-01-11T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;19.0;NO2 (Biossido di azoto)
1184659;2025-01-10T22:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;26.0;O3 (Ozono)
1188665;2025-01-10T21:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;26.0;NO2 (Biossido di azoto)
1184657;2025-01-10T20:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;26.0;O3 (Ozono)
1187503;2025-01-10T20:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;20.0;NO2 (Biossido di azoto)
1184656;2025-01-10T19:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;29.0;O3 (Ozono)
1184089;2025-01-10T18:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;19.0;O3 (Ozono)
1188662;2025-01-10T18:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;29.0;NO2 (Biossido di azoto)
1187500;2025-01-10T17:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;23.0;NO2 (Biossido di azoto)
1188660;2025-01-10T16:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;23.0;NO2 (Biossido di azoto)
1184652;2025-01-10T15:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;26.0;O3 (Ozono)
1188659;2025-01-10T15:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;21.0;NO2 (Biossido di azoto)
1184085;2025-01-10T14:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;25.0;O3 (Ozono)
1187497;2025-01-10T14:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;22.0;NO2 (Biossido di azoto)
1184650;2025-01-10T13:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;17.0;O3 (Ozono)
1188657;2025-01-10T13:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;29.0;NO2 (Biossido di azoto)
1188655;2025-01-10T11:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;37.0;NO2 (Biossido di azoto)
1184081;2025-01-10T10:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;6.0;O3 (Ozono)
1187493;2025-01-10T10:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;25.0;NO2 (Biossido di azoto)
1184080;2025-01-10T09:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;13.0;O3 (Ozono)
1184646;2025-01-10T09:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1188653;2025-01-10T09:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;28.0;NO2 (Biossido di azoto)
1184079;2025-01-10T08:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;16.0;O3 (Ozono)
1184644;2025-01-10T07:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1187490;2025-01-10T07:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;23.0;NO2 (Biossido di azoto)
1184643;2025-01-10T06:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;7.0;O3 (Ozono)
1187489;2025-01-10T06:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;17.0;NO2 (Biossido di azoto)
1184642;2025-01-10T05:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;9.0;O3 (Ozono)
1188649;2025-01-10T05:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;13.0;NO2 (Biossido di azoto)
1188647;2025-01-10T03:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;30.0;NO2 (Biossido di azoto)
1187486;2025-01-10T03:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;24.0;NO2 (Biossido di azoto)
1188646;2025-01-10T02:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;29.0;NO2 (Biossido di azoto)
1184638;2025-01-10T01:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;3.0;O3 (Ozono)
1183447;2025-01-10T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;19.0;PM2.5
1182820;2025-01-10T00:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.8;CO (Monossido di carbonio)
1180777;2025-01-10T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1184097;2025-01-10T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;15.0;PM10
1180726;2025-01-09T23:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1182150;2025-01-09T23:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;65.0;NOX (Ossidi di azoto)
1182819;2025-01-09T23:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.8;CO (Monossido di carbonio)
1180728;2025-01-09T22:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1182149;2025-01-09T22:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;78.0;NOX (Ossidi di azoto)
1182315;2025-01-09T22:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;34.0;NO2 (Biossido di azoto)
1182908;2025-01-09T22:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;C6H6 (Benzene)
1180775;2025-01-09T22:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1181695;2025-01-09T22:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;26.0;NO2 (Biossido di azoto)
1181694;2025-01-09T21:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;27.0;NO2 (Biossido di azoto)
1181621;2025-01-09T20:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;31.0;NO2 (Biossido di azoto)
1182816;2025-01-09T20:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.0;CO (Monossido di carbonio)
1180773;2025-01-09T20:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1181693;2025-01-09T20:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;28.0;NO2 (Biossido di azoto)
1182312;2025-01-09T19:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;45.0;NO2 (Biossido di azoto)
1182145;2025-01-09T18:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;99.0;NOX (Ossidi di azoto)
1181691;2025-01-09T18:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;27.0;NO2 (Biossido di azoto)
1182310;2025-01-09T17:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;35.0;NO2 (Biossido di azoto)
1182813;2025-01-09T17:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.9;CO (Monossido di carbonio)
1181690;2025-01-09T17:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;25.0;NO2 (Biossido di azoto)
1182309;2025-01-09T16:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;36.0;NO2 (Biossido di azoto)
1181689;2025-01-09T16:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;23.0;NO2 (Biossido di azoto)
1181616;2025-01-09T15:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;27.0;NO2 (Biossido di azoto)
1182142;2025-01-09T15:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;134.0;NOX (Ossidi di azoto)
1182308;2025-01-09T15:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;41.0;NO2 (Biossido di azoto)
1181615;2025-01-09T14:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;24.0;NO2 (Biossido di azoto)
1182307;2025-01-09T14:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;38.0;NO2 (Biossido di azoto)
1183232;2025-01-09T14:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;56.0;NO (Monossido di azoto)
1180767;2025-01-09T14:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;7.0;O3 (Ozono)
1181614;2025-01-09T13:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;24.0;NO2 (Biossido di azoto)
1180766;2025-01-09T13:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;9.0;O3 (Ozono)
1182899;2025-01-09T12:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.2;C6H6 (Benzene)
1181612;2025-01-09T11:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;20.0;NO2 (Biossido di azoto)
1182304;2025-01-09T11:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;29.0;NO2 (Biossido di azoto)
1182898;2025-01-09T11:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.9;C6H6 (Benzene)
1182137;2025-01-09T10:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;76.0;NOX (Ossidi di azoto)
1183228;2025-01-09T10:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;33.0;NO (Monossido di azoto)
1180763;2025-01-09T10:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;4.0;O3 (Ozono)
1181610;2025-01-09T09:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;22.0;NO2 (Biossido di azoto)
1181682;2025-01-09T09:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;19.0;NO2 (Biossido di azoto)
1181609;2025-01-09T08:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;22.0;NO2 (Biossido di azoto)
1181681;2025-01-09T08:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;18.0;NO2 (Biossido di azoto)
1180712;2025-01-09T07:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1182301;2025-01-09T07:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;28.0;NO2 (Biossido di azoto)
1182802;2025-01-09T06:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;CO (Monossido di carbonio)
1181606;2025-01-09T05:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;22.0;NO2 (Biossido di azoto)
1182299;2025-01-09T05:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;26.0;NO2 (Biossido di azoto)
1182801;2025-01-09T05:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;CO (Monossido di carbonio)
1180758;2025-01-09T05:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1180708;2025-01-09T03:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;3.0;O3 (Ozono)
1181604;2025-01-09T03:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;24.0;NO2 (Biossido di azoto)
1180707;2025-01-09T02:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1182798;2025-01-09T02:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;CO (Monossido di carbonio)
1182891;2025-01-09T02:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.2;C6H6 (Benzene)
1181602;2025-01-09T01:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;27.0;NO2 (Biossido di azoto)
1182130;2025-01-09T01:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;53.0;NOX (Ossidi di azoto)
1182890;2025-01-09T01:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.3;C6H6 (Benzene)
1180754;2025-01-09T01:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1172920;2025-01-09T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;29.0;NO2 (Biossido di azoto)
1171661;2025-01-09T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1173132;2025-01-09T00:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;28.0;NO2 (Biossido di azoto)
1176723;2025-01-09T00:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.7;CO (Monossido di carbonio)
1184060;2025-01-09T00:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;28.0;PM10
1184063;2025-01-09T00:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;32.0;PM10
1175001;2025-01-08T23:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;39.0;NO2 (Biossido di azoto)
1176994;2025-01-08T23:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.7;C6H6 (Benzene)
1171462;2025-01-08T22:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1172918;2025-01-08T22:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;33.0;NO2 (Biossido di azoto)
1171659;2025-01-08T22:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1176721;2025-01-08T22:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.8;CO (Monossido di carbonio)
1178031;2025-01-08T22:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;35.0;NO (Monossido di azoto)
1172917;2025-01-08T21:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;32.0;NO2 (Biossido di azoto)
1171658;2025-01-08T21:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1171460;2025-01-08T20:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1171657;2025-01-08T20:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1176991;2025-01-08T20:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.2;C6H6 (Benzene)
1171459;2025-01-08T19:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1174997;2025-01-08T19:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;41.0;NO2 (Biossido di azoto)
1171656;2025-01-08T19:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;2.0;O3 (Ozono)
1176990;2025-01-08T19:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;C6H6 (Benzene)
1174482;2025-01-08T18:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;100.0;NOX (Ossidi di azoto)
1174996;2025-01-08T18:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;41.0;NO2 (Biossido di azoto)
1173126;2025-01-08T18:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;29.0;NO2 (Biossido di azoto)
1176989;2025-01-08T18:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.8;C6H6 (Benzene)
1174995;2025-01-08T17:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;43.0;NO2 (Biossido di azoto)
1173125;2025-01-08T17:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;31.0;NO2 (Biossido di azoto)
1171456;2025-01-08T16:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;3.0;O3 (Ozono)
1172912;2025-01-08T16:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;29.0;NO2 (Biossido di azoto)
1174994;2025-01-08T16:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;41.0;NO2 (Biossido di azoto)
1173124;2025-01-08T16:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;28.0;NO2 (Biossido di azoto)
1178025;2025-01-08T16:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;51.0;NO (Monossido di azoto)
1174479;2025-01-08T15:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;105.0;NOX (Ossidi di azoto)
1176714;2025-01-08T15:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.2;CO (Monossido di carbonio)
1174992;2025-01-08T14:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;36.0;NO2 (Biossido di azoto)
1171651;2025-01-08T14:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;8.0;O3 (Ozono)
1171453;2025-01-08T13:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;3.0;O3 (Ozono)
1174991;2025-01-08T13:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;36.0;NO2 (Biossido di azoto)
1171650;2025-01-08T13:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;7.0;O3 (Ozono)
1173121;2025-01-08T13:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;22.0;NO2 (Biossido di azoto)
1176984;2025-01-08T13:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;2.0;C6H6 (Benzene)
1172908;2025-01-08T12:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;33.0;NO2 (Biossido di azoto)
1174476;2025-01-08T12:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;127.0;NOX (Ossidi di azoto)
1174990;2025-01-08T12:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;41.0;NO2 (Biossido di azoto)
1176983;2025-01-08T12:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.9;C6H6 (Benzene)
1171648;2025-01-08T11:00:00+01:00;VIA CHIARINI, BOLOGNA VIA CHIARINI;5.0;O3 (Ozono)
1174474;2025-01-08T10:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;120.0;NOX (Ossidi di azoto)
1171449;2025-01-08T09:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;3.0;O3 (Ozono)
1174473;2025-01-08T09:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;87.0;NOX (Ossidi di azoto)
1176708;2025-01-08T09:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.8;CO (Monossido di carbonio)
1178018;2025-01-08T09:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;33.0;NO (Monossido di azoto)
1171448;2025-01-08T08:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1171447;2025-01-08T07:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;2.0;O3 (Ozono)
1172903;2025-01-08T07:00:00+01:00;GIARDINI MARGHERITA, BOLOGNA VIALE BOTTONELLI;28.0;NO2 (Biossido di azoto)
1174986;2025-01-08T07:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;17.0;NO2 (Biossido di azoto)
1178017;2025-01-08T07:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;33.0;NO (Monossido di azoto)
1176705;2025-01-08T06:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;0.6;CO (Monossido di carbonio)
1176977;2025-01-08T06:00:00+01:00;PORTA SAN FELICE, BOLOGNA PIAZZA DI PORTA SAN FELICE;1.3;C6H6 (Benzene)
