idx,stname,period,year,order,label,month,tot_day
8973,via castiglione,2,2020,20202,,2020-09,4048.77311827957
9002,via cesare battisti,1,2020,20201,2020,2020-06,1741.89204053887
9005,via cesare battisti,2,2020,20202,,2020-09,2069.748028673835
9008,via cesare boldrini,1,2020,20201,2020,2020-06,1142.87312614465
9011,via cesare boldrini,2,2020,20202,,2020-09,1861.220340501792
9014,via cesare gnudi,1,2020,20201,2020,2020-06,2646.708398220245
9017,via cesare gnudi,2,2020,20202,,2020-09,3075.7437275985662
9020,via cesare pavese,1,2020,20201,2020,2020-06,1182.614373995798
9027,via cesare pavese,2,2020,20202,,2020-09,1820.800358422939
9034,via cimabue,1,2020,20201,2020,2020-06,567.6530651340996
9038,via cimabue,2,2020,20202,,2020-09,648.8340501792114
9042,via cleto tomba,1,2020,20201,2020,2020-06,522.9120936843407
9045,via cleto tomba,2,2020,20202,,2020-09,405.51935483870966
9048,via colombarola,1,2020,20201,2020,2020-06,975.7054319614386
9056,via colombarola,2,2020,20202,,2020-09,1167.2663082437275
9064,via cracovia,1,2020,20201,2020,2020-06,1046.3265912742554
9078,via cracovia,2,2020,20202,,2020-09,1295.962724014337
9092,via croce di camaldoli,1,2020,20201,2020,2020-06,675.2249165739711
9099,via croce di camaldoli,2,2020,20202,,2020-09,891.6073476702509
9106,via d'azeglio,1,2020,20201,2020,2020-06,1577.4646798912372
9107,via d'azeglio,2,2020,20202,,2020-09,1710.116577060932
9108,via dante,1,2020,20201,2020,2020-06,2327.2356198244966
9109,via dante,2,2020,20202,,2020-09,2770.6666666666665
9110,via de' carracci,1,2020,20201,2020,2020-06,5560.861973180076
9123,via de' carracci,2,2020,20202,,2020-09,5306.839607353606
9136,via degli orti,1,2020,20201,2020,2020-06,6820.809700372548
9165,via degli orti,2,2020,20202,,2020-09,8090.91472094214
9194,via degli ortolani,1,2020,20201,2020,2020-06,9050.053817513288
9205,via degli ortolani,2,2020,20202,,2020-09,10409.092921146954
9216,via dei lamponi,1,2020,20201,2020,2020-06,1829.5027932270425
9229,via dei lamponi,2,2020,20202,,2020-09,1485.900448028674
9242,via dei mille,1,2020,20201,2020,2020-06,3522.583376591274
9245,via dei mille,2,2020,20202,,2020-09,4057.7292114695338
9248,via del borgo di s.pietro,1,2020,20201,2020,2020-06,922.9896891607959
9249,via del borgo di s.pietro,2,2020,20202,,2020-09,1106.584229390681
9250,via del dazio,1,2020,20201,2020,2020-06,4709.465331850203
9268,via del dazio,2,2020,20202,,2020-09,5098.841109119872
9286,via del lavoro,1,2020,20201,2020,2020-06,3765.871179911836
9295,via del lavoro,2,2020,20202,,2020-09,4410.1239545997605
9304,via del pallone,1,2020,20201,2020,2020-06,2510.9900692127053
9305,via del pallone,2,2020,20202,,2020-09,3262.8878136200715
9306,via del pilastro,1,2020,20201,2020,2020-06,753.2433135582746
9326,via del pilastro,2,2020,20202,,2020-09,1717.6320788530466
9346,via del pozzo,1,2020,20201,2020,2020-06,979.0219441354592
9356,via del pozzo,2,2020,20202,,2020-09,1246.0224014336918
9366,via del timavo,1,2020,20201,2020,2020-06,2837.3033185020395
9376,via del timavo,2,2020,20202,,2020-09,3163.6081093189964
9386,via del triumvirato,1,2020,20201,2020,2020-06,4752.77737918675
9465,via del triumvirato,2,2020,20202,,2020-09,4893.112007168459
9544,via dell'angelo custode,1,2020,20201,2020,2020-06,1014.3864293659622
9562,via dell'angelo custode,2,2020,20202,,2020-09,1149.6437275985663
9580,via dell'artigiano,1,2020,20201,2020,2020-06,7457.224082313682
9582,via dell'artigiano,2,2020,20202,,2020-09,9456.789695340502
9584,via dell'indipendenza,1,2020,20201,2020,2020-06,2517.275684917398
9589,via dell'indipendenza,2,2020,20202,,2020-09,2833.665173237754
9594,via della barca,1,2020,20201,2020,2020-06,4442.316724755902
9634,via della barca,2,2020,20202,,2020-09,4271.050675634801
9674,via della certosa,1,2020,20201,2020,2020-06,1038.1095414658262
9678,via della certosa,2,2020,20202,,2020-09,1102.4562724014338
9682,via della croce coperta,1,2020,20201,2020,2020-06,2620.211438635521
9708,via della croce coperta,2,2020,20202,,2020-09,3041.3795698924732
9734,via della crocetta,1,2020,20201,2020,2020-06,622.0589605734767
9736,via della crocetta,2,2020,20202,,2020-09,768.6867383512545
9738,via della direttissima,1,2020,20201,2020,2020-06,1346.5307811148189
9741,via della direttissima,2,2020,20202,,2020-09,1569.3921146953405
9744,via della foscherara,1,2020,20201,2020,2020-06,4517.567334074898
9748,via della foscherara,2,2020,20202,,2020-09,6462.2519713261645
9752,via della liberazione,1,2020,20201,2020,2020-06,5395.397407613397
9756,via della liberazione,2,2020,20202,,2020-09,6189.769802867384
9760,via della pietra,1,2020,20201,2020,2020-06,3973.5958163391424
9777,via della pietra,2,2020,20202,,2020-09,4303.760215053763
9794,via della salute,1,2020,20201,2020,2020-06,2389.769419725621
9844,via della salute,2,2020,20202,,2020-09,2354.6509856630823
9894,via delle armi,2,2020,20202,,2020-09,725.0297491039427
9898,via delle lame,1,2020,20201,2020,2020-06,4339.472632142711
9909,via delle lame,2,2020,20202,,2020-09,6473.316129032258
9920,via di casaglia,1,2020,20201,2020,2020-06,1346.9677944629836
9946,via di casaglia,2,2020,20202,,2020-09,1447.5792114695341
9972,via di corticella,1,2020,20201,2020,2020-06,4575.26777564297
10057,via di corticella,2,2020,20202,,2020-09,6167.502851091561
10142,via di s.luca,1,2020,20201,2020,2020-06,1000.9282103571869
10143,via di s.luca,2,2020,20202,,2020-09,1235.6460573476704
10144,via di saliceto,1,2020,20201,2020,2020-06,2681.1430910888644
10165,via di saliceto,2,2020,20202,,2020-09,2990.15770609319
10186,via dionisio calvart,1,2020,20201,2020,2020-06,1705.4213323445804
10188,via dionisio calvart,2,2020,20202,,2020-09,1149.0569892473118
10190,via domenico biancolelli,1,2020,20201,2020,2020-06,1949.8999382029415
10204,via domenico biancolelli,2,2020,20202,,2020-09,1963.058064516129
10218,via domenico zampieri,1,2020,20201,2020,2020-06,1205.6577308120134
10221,via domenico zampieri,2,2020,20202,,2020-09,1517.051433691756
10224,via don giovanni minzoni,1,2020,20201,2020,2020-06,4423.071795822519
10235,via don giovanni minzoni,2,2020,20202,,2020-09,5378.44211469534
10246,via don luigi sturzo,1,2020,20201,2020,2020-06,4118.342097701149
10265,via don luigi sturzo,2,2020,20202,,2020-09,4768.845071684587
10284,via donato creti,1,2020,20201,2020,2020-06,7814.577425534543
10298,via donato creti,2,2020,20202,,2020-09,8846.71335125448
10312,via duccio di boninsegna,1,2020,20201,2020,2020-06,841.2855333086145
10316,via duccio di boninsegna,2,2020,20202,,2020-09,411.01792114695337
10320,via due madonne,1,2020,20201,2020,2020-06,4244.830842911878
10350,via due madonne,2,2020,20202,,2020-09,4913.449775985663
10380,via edoardo ferravilla,1,2020,20201,2020,2020-06,2736.6320479545175
10386,via edoardo ferravilla,2,2020,20202,,2020-09,3167.544265232975
10392,via emilia levante,1,2020,20201,2020,2020-06,4210.752363737486
10457,via emilia levante,2,2020,20202,,2020-09,4540.339569892473
10522,via emilia ponente,1,2020,20201,2020,2020-06,5290.168036913443
10590,via emilia ponente,2,2020,20202,,2020-09,5987.933859020311
10658,via emilio salgari,1,2020,20201,2020,2020-06,871.1496539364725
10664,via emilio salgari,2,2020,20202,,2020-09,1053.200716845878
10670,via enrico mattei,1,2020,20201,2020,2020-06,6284.626663370823
10715,via enrico mattei,2,2020,20202,,2020-09,6089.075866188769
10760,via ermanno galeotti,1,2020,20201,2020,2020-06,7242.5226671610435
10761,via ermanno galeotti,2,2020,20202,,2020-09,9991.05358422939
10762,via ermete novelli,1,2020,20201,2020,2020-06,1415.9391731553578
10767,via ermete novelli,2,2020,20202,,2020-09,1619.1064516129034
10772,via ermete zacconi,1,2020,20201,2020,2020-06,3244.9577740699547
10773,via ermete zacconi,2,2020,20202,,2020-09,3798.2750896057346
10774,via ernesto masi,1,2020,20201,2020,2020-06,2770.668445539135
10786,via ernesto masi,2,2020,20202,,2020-09,3345.8956989247313
10798,via farini,1,2020,20201,2020,2020-06,0.0
10799,via farini,2,2020,20202,,2020-09,21.59426523297491
10800,via faustino malaguti,1,2020,20201,2020,2020-06,7038.853621307626
10810,via faustino malaguti,2,2020,20202,,2020-09,7902.419175627241
10820,via felice battaglia,1,2020,20201,2020,2020-06,256.68659621802004
10826,via felice battaglia,2,2020,20202,,2020-09,915.6940860215054
10832,via ferrarese,1,2020,20201,2020,2020-06,4027.874561858855
10914,via ferrarese,2,2020,20202,,2020-09,4112.9979928315415
10996,via ferruccio parri,1,2020,20201,2020,2020-06,1223.505178593499
11001,via ferruccio parri,2,2020,20202,,2020-09,1761.991935483871
11006,via filippo beroaldo,1,2020,20201,2020,2020-06,2218.379015778849
11023,via filippo beroaldo,2,2020,20202,,2020-09,2582.5593787335724
11040,via filippo de pisis,1,2020,20201,2020,2020-06,4265.858966753182
11050,via filippo de pisis,2,2020,20202,,2020-09,5197.574193548387
11060,via filippo schiassi,1,2020,20201,2020,2020-06,1043.755660610555
11071,via filippo schiassi,2,2020,20202,,2020-09,1249.098476702509
11082,via firenze,1,2020,20201,2020,2020-06,4594.336293412433
11097,via firenze,2,2020,20202,,2020-09,5543.25017921147
11112,via francesca e.de giovanni,1,2020,20201,2020,2020-06,1378.70160672352
11113,via francesca e.de giovanni,2,2020,20202,,2020-09,1271.5048387096774
11114,via francesco barbieri,1,2020,20201,2020,2020-06,3482.305767725456
11115,via francesco barbieri,2,2020,20202,,2020-09,4098.048148148148
11116,via francesco cavazzoni,1,2020,20201,2020,2020-06,2563.242753264945
11132,via francesco cavazzoni,2,2020,20202,,2020-09,2918.676762246117
11148,via francesco roncati,1,2020,20201,2020,2020-06,1060.7871832900753
11160,via francesco roncati,2,2020,20202,,2020-09,1308.0358422939069
11172,via francesco zanardi,1,2020,20201,2020,2020-06,6957.420197132616
11246,via francesco zanardi,2,2020,20202,,2020-09,7827.8832031590255
11320,via franco bolognese,1,2020,20201,2020,2020-06,8188.222722778395
11323,via franco bolognese,2,2020,20202,,2020-09,7725.742652329748
11326,via g.battista de rolandis,1,2020,20201,2020,2020-06,389.54363490297857
11327,via g.battista de rolandis,2,2020,20202,,2020-09,488.3849462365592
11328,via galeazza,1,2020,20201,2020,2020-06,1282.54342479298
11336,via galeazza,2,2020,20202,,2020-09,1474.8905017921145
11344,via galliera,1,2020,20201,2020,2020-06,1218.5235508589792
11350,via galliera,2,2020,20202,,2020-09,1454.7306451612903
11356,via garibaldi,1,2020,20201,2020,2020-06,1818.591129032258
11357,via garibaldi,2,2020,20202,,2020-09,2144.6594982078855
11358,via gaspare tagliacozzi,1,2020,20201,2020,2020-06,3329.7935576566556
11368,via gaspare tagliacozzi,2,2020,20202,,2020-09,3870.290501792115
11378,via genova,1,2020,20201,2020,2020-06,1904.3648096650602
11389,via genova,2,2020,20202,,2020-09,2260.639605734767
11400,via genuzio bentini,1,2020,20201,2020,2020-06,3863.6615169117954
11419,via genuzio bentini,2,2020,20202,,2020-09,3747.610842293907
11438,via gherardo forni,1,2020,20201,2020,2020-06,2072.651977505871
11444,via gherardo forni,2,2020,20202,,2020-09,2591.7569892473116
11450,via giacomo matteotti,1,2020,20201,2020,2020-06,4712.581756272401
11460,via giacomo matteotti,2,2020,20202,,2020-09,5288.819892473118
11470,via gian giacomo carissimi,1,2020,20201,2020,2020-06,364.44187368681247
11480,via gian giacomo carissimi,2,2020,20202,,2020-09,722.5
11490,via giovan battista gandino,1,2020,20201,2020,2020-06,2108.1628723272775
11502,via giovan battista gandino,2,2020,20202,,2020-09,2418.736200716846
11514,via giovanna zaccherini alvisi,1,2020,20201,2020,2020-06,2204.1210449882587
11518,via giovanna zaccherini alvisi,2,2020,20202,,2020-09,2896.743279569893
11522,via giovanni amendola,1,2020,20201,2020,2020-06,2637.963085527129
11529,via giovanni amendola,2,2020,20202,,2020-09,3126.1313620071687
11536,via giovanni casoni,1,2020,20201,2020,2020-06,1898.983117043629
11540,via giovanni casoni,2,2020,20202,,2020-09,2317.737992831541
11544,via giovanni marchetti,1,2020,20201,2020,2020-06,1648.4285564207141
11552,via giovanni marchetti,2,2020,20202,,2020-09,1730.1646953405018
11560,via giuseppe bentivogli,1,2020,20201,2020,2020-06,2426.0696782433156
11570,via giuseppe bentivogli,2,2020,20202,,2020-09,2870.828912783751
11580,via giuseppe dagnini,1,2020,20201,2020,2020-06,3363.316615169118
11605,via giuseppe dagnini,2,2020,20202,,2020-09,3818.199940262843
11630,via giuseppe dozza,1,2020,20201,2020,2020-06,6450.436913630184
11653,via giuseppe dozza,2,2020,20202,,2020-09,7838.190273704789
11676,via giuseppe massarenti,1,2020,20201,2020,2020-06,6728.285873192435
11747,via giuseppe massarenti,2,2020,20202,,2020-09,7876.6483034647545
11818,via giuseppe mazza,1,2020,20201,2020,2020-06,5431.465257693734
11819,via giuseppe mazza,2,2020,20202,,2020-09,6391.45788530466
11820,via giuseppe mezzofanti,1,2020,20201,2020,2020-06,4713.8660177975535
11833,via giuseppe mezzofanti,2,2020,20202,,2020-09,5597.043548387097
11846,via giuseppe petroni,1,2020,20201,2020,2020-06,1929.4637807440365
11847,via giuseppe petroni,2,2020,20202,,2020-09,1651.6051971326162
11848,via giuseppe ruggi,1,2020,20201,2020,2020-06,1678.1311024595232
11856,via giuseppe ruggi,2,2020,20202,,2020-09,1911.0062724014335
11864,via giuseppe saragat,1,2020,20201,2020,2020-06,3819.1875417130145
11873,via giuseppe saragat,2,2020,20202,,2020-09,606.1075268817204
11882,via guerrazzi,1,2020,20201,2020,2020-06,2060.792015820047
11884,via guerrazzi,2,2020,20202,,2020-09,2316.6716845878136
11886,via guglielmo marconi,1,2020,20201,2020,2020-06,2595.9292077617106
11918,via guglielmo marconi,2,2020,20202,,2020-09,2996.33541218638
11950,via innocenzo malvasia,1,2020,20201,2020,2020-06,5577.834348864994
11960,via innocenzo malvasia,2,2020,20202,,2020-09,6644.299940262844
11970,via irma bandiera,1,2020,20201,2020,2020-06,3712.302379186751
11981,via irma bandiera,2,2020,20202,,2020-09,4357.277150537634
11992,via irnerio,1,2020,20201,2020,2020-06,4187.0833814754
12019,via irnerio,2,2020,20202,,2020-09,5124.913142174432
12046,via isabella andreini,1,2020,20201,2020,2020-06,4296.602134058418
12069,via isabella andreini,2,2020,20202,,2020-09,5027.213918757468
12092,via jacopo della quercia (parcheggio salesiani),1,2020,20201,2020,2020-06,0.0
12093,via larga,1,2020,20201,2020,2020-06,5338.970473365468
12144,via larga,2,2020,20202,,2020-09,8367.53987455197
12195,via laura bassi veratti,1,2020,20201,2020,2020-06,2511.6087338758466
12215,via laura bassi veratti,2,2020,20202,,2020-09,3295.5143070489844
12235,via leandro alberti,1,2020,20201,2020,2020-06,3026.1885136924625
12252,via leandro alberti,2,2020,20202,,2020-09,3046.8835381464414
12269,via libia,1,2020,20201,2020,2020-06,4993.9482799818725
12286,via libia,2,2020,20202,,2020-09,5836.913142174432
12303,via lippo di dalmasio,1,2020,20201,2020,2020-06,241.2514645902855
12305,via lippo di dalmasio,2,2020,20202,,2020-09,273.3831541218638
12307,via lombardia,1,2020,20201,2020,2020-06,1004.9542742965435
12325,via lombardia,2,2020,20202,,2020-09,1269.875955794504
12343,via luca signorelli,1,2020,20201,2020,2020-06,2566.0377456433075
12350,via luca signorelli,2,2020,20202,,2020-09,2862.9636200716845
12357,via luigi calori,1,2020,20201,2020,2020-06,2677.3249783710294
12368,via luigi calori,2,2020,20202,,2020-09,984.6553763440861
12379,via luigi longo,1,2020,20201,2020,2020-06,1677.656851233881
12385,via luigi longo,2,2020,20202,,2020-09,1818.0115292712064
12391,via luigi pirandello,1,2020,20201,2020,2020-06,3028.2234612532443
12407,via luigi pirandello,2,2020,20202,,2020-09,3669.2809139784945
12423,via luigi valeriani,1,2020,20201,2020,2020-06,924.531417624521
12428,via luigi valeriani,2,2020,20202,,2020-09,1082.223835125448
12433,via malpertuso,1,2020,20201,2020,2020-06,792.7099369670003
12436,via malpertuso,2,2020,20202,,2020-09,964.3068100358423
12439,via marcantonio franceschini,1,2020,20201,2020,2020-06,3967.5014707699916
12444,via marcantonio franceschini,2,2020,20202,,2020-09,4872.043727598567
12449,via marco emilio lepido,1,2020,20201,2020,2020-06,3934.810116950933
12528,via marco emilio lepido,2,2020,20202,,2020-09,4240.658176523298
12607,via marco polo,1,2020,20201,2020,2020-06,10181.570533102624
12633,via marco polo,2,2020,20202,,2020-09,11795.551493428911
12659,via marsili,1,2020,20201,2020,2020-06,2921.526442961315
12661,via marsili,2,2020,20202,,2020-09,3195.0550179211473
12663,via marzabotto,1,2020,20201,2020,2020-06,2598.391575824991
12688,via marzabotto,2,2020,20202,,2020-09,3103.27376344086
12713,via mascarella,1,2020,20201,2020,2020-06,1447.5932517612162
12717,via mascarella,2,2020,20202,,2020-09,2332.7405017921146
12721,via massenzio masia,1,2020,20201,2020,2020-06,1400.865653194908
12722,via massenzio masia,2,2020,20202,,2020-09,1507.1750896057347
12723,via matteotti,1,2020,20201,2020,2020-06,0.0
12724,via mazzini,1,2020,20201,2020,2020-06,5255.551175998023
12725,via mazzini,2,2020,20202,,2020-09,6140.382956989248
12726,via michelino,1,2020,20201,2020,2020-06,4095.1747806204426
12760,via michelino,2,2020,20202,,2020-09,4772.271326164874
12794,via milano,1,2020,20201,2020,2020-06,376.1438635520949
12802,via milano,2,2020,20202,,2020-09,774.3569892473118
12810,via mondo,1,2020,20201,2020,2020-06,3593.9817018909903
12824,via mondo,2,2020,20202,,2020-09,4732.604838709677
12838,via montefiorino,1,2020,20201,2020,2020-06,6561.480660610555
12850,via montefiorino,2,2020,20202,,2020-09,3951.601344086022
12862,via niccolo' machiavelli,1,2020,20201,2020,2020-06,800.3884810283031
12863,via niccolo' machiavelli,2,2020,20202,,2020-09,970.063082437276
12864,via nicolo' dall'arca,1,2020,20201,2020,2020-06,2509.720229267087
12865,via nicolo' dall'arca,2,2020,20202,,2020-09,2699.910035842294
12866,via normandia,1,2020,20201,2020,2020-06,1689.9805710048201
12873,via normandia,2,2020,20202,,2020-09,1796.223835125448
12880,via nosadella,1,2020,20201,2020,2020-06,5335.105913978495
12882,via nosadella,2,2020,20202,,2020-09,6293.427598566308
12884,via olindo guerrini,1,2020,20201,2020,2020-06,495.1331726609813
12886,via olindo guerrini,2,2020,20202,,2020-09,594.753046594982
12888,via orazio samacchini,1,2020,20201,2020,2020-06,337.7078729452478
12890,via orazio samacchini,2,2020,20202,,2020-09,426.7060931899641
12892,via osoppo,1,2020,20201,2020,2020-06,308.4369978989
12898,via osoppo,2,2020,20202,,2020-09,467.89946236559143
12904,via paganino bonafede,1,2020,20201,2020,2020-06,0.0
12905,via paganino bonafede,2,2020,20202,,2020-09,297.297311827957
12906,via panigale,1,2020,20201,2020,2020-06,2561.7662588060807
12924,via panigale,2,2020,20202,,2020-09,2898.090322580645
12942,via paolo bovi campeggi,2,2020,20202,,2020-09,1753.853785842294
12957,via parisio,1,2020,20201,2020,2020-06,2302.215915832406
12969,via parisio,2,2020,20202,,2020-09,2639.9603046594984
12981,via pasubio,1,2020,20201,2020,2020-06,2329.799119391917
13001,via pasubio,2,2020,20202,,2020-09,2891.5017025089605
13021,via pelagio palagi,1,2020,20201,2020,2020-06,7323.803400898117
13034,via pelagio palagi,2,2020,20202,,2020-09,6729.178554360812
13047,via pellegrino tibaldi,1,2020,20201,2020,2020-06,5131.155895439377
13050,via pellegrino tibaldi,2,2020,20202,,2020-09,6949.837634408602
13053,via persicetana,1,2020,20201,2020,2020-06,5019.185693980967
13091,via persicetana,2,2020,20202,,2020-09,5632.0560931899645
13129,via pier luigi da palestrina,1,2020,20201,2020,2020-06,721.1945989370906
13142,via pier luigi da palestrina,2,2020,20202,,2020-09,866.9267025089606
13155,via pietro albertoni,1,2020,20201,2020,2020-06,2367.065044493882
13160,via pietro albertoni,2,2020,20202,,2020-09,3271.963888888889
13165,via pietro de coubertin,1,2020,20201,2020,2020-06,1351.265575948585
13171,via pietro de coubertin,2,2020,20202,,2020-09,1792.758512544803
13177,via pietro mascagni,1,2020,20201,2020,2020-06,1855.2582004696578
13185,via pietro mascagni,2,2020,20202,,2020-09,2153.5175627240146
13193,via pietro mengoli,1,2020,20201,2020,2020-06,2378.3876442961314
13209,via pietro mengoli,2,2020,20202,,2020-09,3204.6772876210343
13225,via pietro nenni,1,2020,20201,2020,2020-06,1740.2040353479176
13232,via pietro nenni,2,2020,20202,,2020-09,2030.691218637993
13239,via pietro pomponazzi,1,2020,20201,2020,2020-06,1045.4286367568905
13241,via pietro pomponazzi,2,2020,20202,,2020-09,1235.4645161290323
13243,via po,1,2020,20201,2020,2020-06,6601.95208456636
13252,via po,2,2020,20202,,2020-09,9045.784086021506
13261,via porrettana,1,2020,20201,2020,2020-06,2477.2212005108554
13300,via porrettana,2,2020,20202,,2020-09,2998.293428912784
13339,via prati di caprara,1,2020,20201,2020,2020-06,11480.438292547275
13351,via prati di caprara,2,2020,20202,,2020-09,13507.185573476701
13363,via ravenna,1,2020,20201,2020,2020-06,379.37296996662957
13367,via ravenna,2,2020,20202,,2020-09,477.29103942652335
13371,via rialto,1,2020,20201,2020,2020-06,0.8172043010752689
13374,via rialto,2,2020,20202,,2020-09,643.7974910394265
13377,via rimesse,1,2020,20201,2020,2020-06,2932.9247682610307
13392,via rimesse,2,2020,20202,,2020-09,3146.0374551971327
13407,via riva di reno,1,2020,20201,2020,2020-06,2386.495809129485
13424,via riva di reno,2,2020,20202,,2020-09,2995.2158004778976
13441,via rizzoli,1,2020,20201,2020,2020-06,1758.039395624768
13442,via rizzoli,2,2020,20202,,2020-09,1998.6175627240143
13443,via roberto ardigo',1,2020,20201,2020,2020-06,179.86514645902855
13444,via roberto ardigo',2,2020,20202,,2020-09,284.84516129032255
13445,via romolo amaseo,1,2020,20201,2020,2020-06,9518.27131998517
13447,via romolo amaseo,2,2020,20202,,2020-09,9331.804480286739
13449,via ruggero ruggeri,1,2020,20201,2020,2020-06,1875.874477814856
13457,via ruggero ruggeri,2,2020,20202,,2020-09,2192.813440860215
13465,via s.anna,1,2020,20201,2020,2020-06,1150.1944815226796
13466,via s.anna,2,2020,20202,,2020-09,1274.1888888888889
13467,via s.donato,1,2020,20201,2020,2020-06,4728.8120741944995
13468,via s.donato,2,2020,20202,,2020-09,5420.637923904053
13469,via s.felice,1,2020,20201,2020,2020-06,2564.5215321550695
13470,via s.felice,2,2020,20202,,2020-09,1726.7193548387097
13471,via s.isaia,1,2020,20201,2020,2020-06,1110.3111172908168
13472,via s.isaia,2,2020,20202,,2020-09,1275.4437275985663
13473,via s.mamolo,1,2020,20201,2020,2020-06,4125.365997713509
13474,via s.mamolo,2,2020,20202,,2020-09,4683.58938172043
13475,via s.nicolo' di villola,1,2020,20201,2020,2020-06,242.37732665925103
13476,via s.nicolo' di villola,2,2020,20202,,2020-09,298.01756272401434
13477,via s.stefano,1,2020,20201,2020,2020-06,3085.7501256540186
13478,via s.stefano,2,2020,20202,,2020-09,4062.0382317801673
13479,via s.vitale,1,2020,20201,2020,2020-06,4483.180886169818
13480,via s.vitale,2,2020,20202,,2020-09,6113.760931899641
13481,via sabotino,1,2020,20201,2020,2020-06,15013.788808552714
13490,via sabotino,2,2020,20202,,2020-09,17945.92804659498
13499,via san giacomo,1,2020,20201,2020,2020-06,0.0
13501,via sante vincenzi,1,2020,20201,2020,2020-06,3508.803553330861
13521,via sante vincenzi,2,2020,20202,,2020-09,3986.8179211469537
13541,via saragozza,1,2020,20201,2020,2020-06,3926.8542400506735
13586,via saragozza,2,2020,20202,,2020-09,4731.124708781362
13631,via sardegna,1,2020,20201,2020,2020-06,1370.8749814608825
13639,via sardegna,2,2020,20202,,2020-09,1578.9407706093189
13647,via sebastiano serlio,1,2020,20201,2020,2020-06,1856.7944135459154
13654,via sebastiano serlio,2,2020,20202,,2020-09,2216.7767921146956
13661,via serena,1,2020,20201,2020,2020-06,1449.2058645408479
13663,via serena,2,2020,20202,,2020-09,1667.7560035842296
13665,via siepelunga,1,2020,20201,2020,2020-06,1739.2276480039552
13681,via siepelunga,2,2020,20202,,2020-09,2023.5806451612905
13697,via simone dei crocefissi,1,2020,20201,2020,2020-06,4587.3130206402175
13701,via simone dei crocefissi,2,2020,20202,,2020-09,2223.928046594982
13705,via spartaco,1,2020,20201,2020,2020-06,1069.8836546780374
13716,via spartaco,2,2020,20202,,2020-09,1236.9906810035843
13727,via stalingrado,1,2020,20201,2020,2020-06,8035.289825957011
13798,via stalingrado,2,2020,20202,,2020-09,9221.099511241448
13869,via tagliapietre,1,2020,20201,2020,2020-06,935.1985106908911
13873,via tagliapietre,2,2020,20202,,2020-09,2100.0831541218636
13877,via tolmino,1,2020,20201,2020,2020-06,6764.5963725126685
13884,via tolmino,2,2020,20202,,2020-09,8089.470592251237
13891,via tommaso martelli,1,2020,20201,2020,2020-06,4672.929792361883
13901,via tommaso martelli,2,2020,20202,,2020-09,5134.2479666390955
13911,via torino,1,2020,20201,2020,2020-06,4841.977035370389
13916,via torino,2,2020,20202,,2020-09,5774.454569892473
13921,via toscana,1,2020,20201,2020,2020-06,6938.8208303623205
14041,via toscana,2,2020,20202,,2020-09,7843.489633305762
14161,via ugo bassi,1,2020,20201,2020,2020-06,2289.910287665307
14171,via ugo bassi,2,2020,20202,,2020-09,2510.7389784946236
14181,via ugo la malfa,1,2020,20201,2020,2020-06,1290.2723828945743
14185,via ugo la malfa,2,2020,20202,,2020-09,1484.0851254480287
14189,via urbana,1,2020,20201,2020,2020-06,0.0
14193,via urbana,2,2020,20202,,2020-09,648.776523297491
14197,via vallescura,1,2020,20201,2020,2020-06,187.28351254480287
14207,via vallescura,2,2020,20202,,2020-09,329.60698924731184
14217,via vermena,1,2020,20201,2020,2020-06,1452.1983994561858
14226,via vermena,2,2020,20202,,2020-09,2042.2170250896058
14235,via vezza,1,2020,20201,2020,2020-06,1418.191255716228
14242,via vezza,2,2020,20202,,2020-09,1572.2048387096775
14249,via vittorio bottego,1,2020,20201,2020,2020-06,183.2258558892597
14250,via vittorio bottego,2,2020,20202,,2020-09,211.8215053763441
14251,via vittorio veneto,1,2020,20201,2020,2020-06,3743.405594693693
14260,via vittorio veneto,2,2020,20202,,2020-09,3275.693608124253
14269,via william shakespeare,1,2020,20201,2020,2020-06,3824.7656346557906
14289,via william shakespeare,2,2020,20202,,2020-09,3624.144982078853
14309,via xxi aprile 1945,1,2020,20201,2020,2020-06,3247.297194413546
14310,via xxi aprile 1945,2,2020,20202,,2020-09,4008.2177419354834
14311,viale abramo lincoln,1,2020,20201,2020,2020-06,3323.1004758373506
14334,viale abramo lincoln,2,2020,20202,,2020-09,3794.2209677419355
14357,viale alcide de gasperi,1,2020,20201,2020,2020-06,8580.884791743913
14366,viale alcide de gasperi,2,2020,20202,,2020-09,10437.548506571087
14375,viale aldo moro,1,2020,20201,2020,2020-06,5444.841857207597
14390,viale aldo moro,2,2020,20202,,2020-09,6280.5645758661885
14405,viale alfredo oriani,1,2020,20201,2020,2020-06,2095.782211716722
14415,viale alfredo oriani,2,2020,20202,,2020-09,2896.2397849462363
14425,viale angelo masini,1,2020,20201,2020,2020-06,5969.094978989
14439,viale angelo masini,2,2020,20202,,2020-09,7692.761200716845
14453,viale antonio aldini,1,2020,20201,2020,2020-06,10235.199666295885
14471,viale antonio aldini,2,2020,20202,,2020-09,12873.477643369175
14489,viale antonio silvani,1,2020,20201,2020,2020-06,7209.428735632184
14498,viale antonio silvani,2,2020,20202,,2020-09,1912.7536738351253
14507,viale carlo berti pichat,1,2020,20201,2020,2020-06,8868.54568656532
14512,viale carlo berti pichat,2,2020,20202,,2020-09,9826.092562724014
14517,viale carlo pepoli,1,2020,20201,2020,2020-06,9188.664213323445
